"NG","NPA","TNIN","TLLOC","TNLA","TNLS","scores_ANN"
4,1,0,212,0,0,7
34,0,0,756,2,0,8.8
0,0,0,48,1,0,3.8
0,0,0,155,0.5,0,4.8
0,0,0,26,1,0,5.4
0,0,0,39,1,0,3.8
7,0,0,68,5,0,7.2
0,0,0,122,2,0,4.7
0,6,0,184,4,0,5.9
20,9,0,2710,2,0,12
17,46,3,777,3,0,10
0,0,0,91,3,0,4.1
0,0,0,58,3,0,6.1
2,1,2,192,2.5,0,9.8
0,0,0,10,0,0,4.6
0,0,0,122,1,0,5.9
0,0,0,55,1,0,3.8
3,4,0,74,4,2,5.9
0,0,0,76,1,0,3.9
34,0,2,1080,4.5,0,7.4
91,344,30,25342,2.5,0,11.3
0,0,0,73,5,0,4.2
4,1,0,154,1,0,7.3
0,2,0,248,0.5,0,6.1
11,1,2,513,2,1,7.5
15,4,0,867,2,0,10
0,0,0,69,1,0,3.8
5,51,5,10542,6.5,0,10.2
0,0,0,47,1,0,3.8
5,1,0,551,0,0,7.1
7,11,1,548,9,0,7.4
0,3,0,43,1.5,0,5.6
0,0,0,66,2.5,0.5,6.5
7,0,0,727,1,0,8.6
4,0,0,46,6,0,5.6
7,2,0,508,10,6,7.6
20,14,6,4630,2,0,8.5
5,0,1,79,2.5,2.5,6
5,0,1,301,0,0,7.5
4,0,1,88,1,1,5.8
14,0,0,267,0,0,5.9
22,0,1,336,2,2.5,7.3
0,1964,1,7014,517.5,0,9.1
4,0,4,2904,3,0,7.1
0,1,0,245,0.5,1,6.9
3,0,0,170,5,1.5,6.2
0,0,0,739,1,0,9.3
5,0,0,43,2.5,2.5,7
0,0,0,28,0,0,6.3
6,1,0,406,2,0,6.8
0,5,0,75,3,0,5.8
2,0,0,73,0,0,6.3
0,0,0,1620,0,0,9.1
13,8,1,1243,10.5,4.5,9.4
0,0,0,147,13,0,4.9
48,5,1,937,1,0,10
7,0,1,117,2,1,6.2
1,2,1,237,4,0,7.8
26,20,0,394,2,2,7.7
5,4,0,201,1,0,5.4
0,19,0,620,0,0,8.4
2,0,0,99,1,0,5
1,0,0,82,2,1,5.4
33,13,5,7261,0,0,12.5
4,0,2,90,1.5,1.5,6
0,0,0,54,1,0,5.8
1,0,0,32,1,0,4.9
0,0,0,605,0,0,10.1
1,0,0,33,4,0,4.2
6,0,1,104,1.5,1.5,6.1
0,0,0,69,0,0,4.6
6,0,1,110,1,1,6.1
0,0,0,273,8.5,0,5.4
0,0,0,282,0,0,6.1
1,0,0,75,4,2,5.4
93,743,31,35457,11.5,0.5,10.9
69,0,0,1908,0,0,9.7
141,24,3,4841,6,0,10.7
3,3,34,24240,1,0,9.3
85,24,2,7029,1,0,10.3
0,0,0,59,1,1,4.9
0,0,0,253,14,1,8.4
3,2,1,291,0,0,7.2
1,0,0,17,1,0,4.2
0,0,0,281,0,0,5.8
0,0,2,1546,5,0,4.5
27,43,5,1506,5,0,9.3
12,0,1,633,12.5,0,7.1
0,0,0,1518,5,0,11.5
5,2,1,137,5,0,6.3
22,27,1,483,2,2,7.8
2,0,0,200,1,0,8.5
2,11,1,1324,0,0,10.9
120,110,9,8291,1.5,0,10.2
0,17,0,153,2,0,6.6
0,0,0,194,0,0,5.5
0,0,0,104,1,0,6.3
38,0,0,708,1,1,9
2,0,0,668,2,0,7.3
3,4,1,108,7,0,5.9
15,3,2,622,2,0.5,8.9
5,2,4,86,2.5,1.5,6.4
5,6,3,691,5.5,5,8.4
0,0,0,56,1,0,5.8
0,0,0,217,0,0,5.5
1,0,0,1019,5,0,9.1
0,0,0,98,3,0,4.9
7,8,0,504,25.5,0.5,8.9
1,0,0,25,0,0,4.6
1,0,0,24,0,0,4.6
12,0,0,692,2,0,6.9
7,11,1,880,14.5,0,8.9
0,0,0,88,1,0,5.9
40,23,4,11599,24.5,0,11.6
2,0,1,255,4,0,10
2,2,0,119,2,0,7.9
4,5,2,1545,5,0,11.8
0,0,0,306,3,0,6.5
0,0,0,8,1,0,3.1
0,4,0,60,6,0,5.4
100,10,34,9131,1,0,10.1
0,0,0,235,2,0,5.6
0,0,0,71,1,0,5.9
2,0,0,272,0,0,7.7
22,1,0,449,4,0,6.9
8,0,0,274,5,0,9.6
53,30,2,26725,1,0,12.2
0,0,0,115,0,0,4.2
9,2,2,113,2,0,6.2
2,1,2,191,1.5,0,9.8
4,4,4,52,0,0,6.6
6,0,0,525,3,0,6.7
76,33,0,5171,2,0,9.8
2,2,0,383,1,0,7.3
3,0,0,221,2,0,5.5
13,6,3,1306,0.5,0,8.3
0,0,0,33,0,0,4.7
2,1,0,679,88,0,8.5
1,2,1,222,4,0,7.8
0,0,2,382,0,0,5.7
0,0,0,44,1,0,4.7
10,0,2,522,5,1,9.4
0,0,0,106,3,0,4.4
1,0,0,63,3,0,4.9
6,3,0,249,13,0,5.3
0,0,1,1828,5,0,7.4
0,0,0,53,2,0,4.5
1,12,0,634,0.5,0,9.2
0,0,0,110,3,0,5.4
0,0,0,590,2,0,8.9
2,7,4,6926,1,0,8.5
1,0,0,295,1,0,7.1
3,0,0,184,3,0,5.6
2,0,1,58,1.5,1,6
6,0,0,179,1,0,6.8
0,0,0,24,0,0,5
0,0,0,84,2.5,0,4.9
8,0,0,404,3,0,6.4
3,0,0,363,5,0,5.8
0,1,0,2978,3,0,7.1
10,1,3,15783,5.5,0,6.9
19,10,0,799,1,0,7.7
13,11,0,2422,3.5,0,8
0,0,0,81,1,0,7.1
1,0,0,91,4.5,0,9.6
2,9,2,717,6,0,9.4
6,0,0,1220,2,0,7.4
0,0,2,290,8,0,6.1
3,0,1,87,4,0,5.2
5,0,1,837,4,0,8.7
0,13,0,450,2.5,0.5,8.1
0,0,0,88,4,0,4.6
9,1,0,789,14,1,7.7
0,1,0,145,1,0,9.5
0,0,0,43,0,0,4.5
0,0,0,13,0,0,3.4
14,13,3,5597,1,0,12.7
6,2,3,245,5,0,6.6
0,7,0,82,9,0,4.7
9,3,0,681,2,0,6.7
0,6,0,49,3.5,0,3.8
27,0,14,5288,2,1,9.9
1,0,0,902,2,0,11.4
9,0,0,77,3,3,7.6
59,8,0,1373,0,0,8.4
1,0,0,130,1,0,4.5
6,0,0,584,0,0,7.3
2,0,0,269,9.5,0.5,7.7
0,2,0,111,1,0,4.7
1,0,0,60,0.5,0,4.1
1,0,0,95,6,0,4.5
3,3,1,340,7.5,0,6.3
0,0,0,50,1,0,3.9
1,0,0,142,0.5,0,4.9
2,0,0,53,2,1,5.6
10,8,2,830,6,0.5,9.4
11,14,0,308,2.5,0,8
13,0,1,210,5,1,6.5
0,3,0,698,3,0,8.2
0,0,0,42,3,0,4.3
32,10,2,6677,1,0,8
0,0,0,20,1,0,3.4
13,3,0,966,9,1,10.8
1,0,0,41,1,0,3.9
4,4,0,257,9,1,6.6
1,2,1,197,3,0,7.6
2,0,0,58,1.5,0,4.2
0,0,0,34,2,0,3.8
0,0,1,37,0,0,5
2,1,2,314,3,0,10.2
7,0,0,115,2,0,4.9
7,16,2,307,12,0,7.1
0,0,0,70,3,0,4.5
9,3,0,671,2,0,7.7
0,0,0,30,2,0,3.8
2,0,0,75,3,0,4.5
0,0,0,41,2,0,4.1
17,20,1,2915,5,0,8.3
0,0,0,180,0,0,8.5
30,1,3,2064,1.5,0,9.2
2,0,0,272,0,0,6.9
0,3,0,862,1,0,7.6
6,0,1,263,2,0,5.8
0,0,2,23,1,0,4.5
0,0,0,85,0,0,5.3
4,0,0,255,3,0,6.3
4,4,0,301,1.5,1,7.1
0,3,2,282,3,0,6
9,3,2,253,4.5,0,8
0,0,0,688,1,0,6.1
17,7,0,1481,1,1,9.3
0,0,0,23284,0,0,5.4
16,0,1,1356,0,0,8
31,34,4,1460,3.5,0,8.5
0,2,0,81,0,0,4.8
18,2,0,776,2,0,8
5,2,0,266,2,0,9.4
0,0,17,1197,0,0,7.6
0,0,0,23,1,0,3.9
22,3,0,764,44,18,9.1
0,0,0,45,0,0,5.6
0,0,0,13,0,0,3.8
0,0,0,32,0,0,3.6
8,0,1,307,2,1,6.9
0,1,0,121,0.5,0,4.3
0,0,0,30,0,0,5.8
0,0,0,41,0,0,6.1
0,0,0,43,0,0,6.1
5,2,0,5655,1.5,0,8.3
0,0,0,25,1,0,3.9
1,1,0,159,1,0,6.1
0,0,0,33,2,0,4.2
0,0,0,36,0,0,5.8
1,0,0,59,0,0,3.8
6,0,0,243,0,0,5.8
159,19,5,7629,2,0,10.2
0,0,0,33,0,0,5.8
0,0,0,63,2,0,4.2
0,0,0,174,4,0,5.7
0,0,0,75,1,0,4.6
2,2,0,191,3,0,5.3
10,0,1,777,3,0,6.6
0,0,0,16,0,0,5
1,1,0,42,1,1,5.9
0,1,0,73,0,0,5.1
0,2,0,46,1,0,5.8
6,1,0,363,2,0,7.3
0,0,0,59,0,0,4.3
0,0,0,21,0,0,5
0,0,0,177,0,0,10.4
0,0,0,74,0,0,4.6
0,0,0,80,0,0,6
2,2,0,438,3,0,8
1,0,0,84,3,0,4.5
0,0,0,23,0,0,5
52,2,1,1199,2,0,8.6
1,0,0,117,0,0,5.4
29,75,8,9547,5,0,9.8
0,0,0,253,1,0,9.8
2,3,0,245,4,0,8.2
11,0,3,1458,2,1,8
3,1,2,1015,2.5,0,11.2
1,0,1,134,0,0,6.2
3,0,2,527,11.5,7,8.7
0,12,2,2763,1,0,10.5
1,0,0,74,2,0,4.9
8,6,0,969,2.5,2,7.1
18,23,0,293,8,5,7.7
0,0,0,31,2,0,4.2
2,0,0,276,2,0,8.2
0,6,0,301,2,0,7.6
11,0,0,1625,5,0,10.2
0,0,0,10,0,0,5
25,2,0,524,7.5,6.5,8.1
1,0,0,109,6.5,0,6.4
0,0,0,30,0,0,4.1
1,0,0,60,3,0,5.5
0,0,0,115,1,1,7.5
4,0,0,251,3,2,8.1
0,0,0,62,3,0,4.3
68,21,0,5991,1,0,12.2
0,0,0,75,3,1,4.5
0,8,0,467,0,0,7.8
2,0,2,630,1,0,6.9
188,1,10,7826,12,9,10
21,0,0,303,1,0,8.2
2,6,2,1212,1,0,7.5
3,8,1,106,6,0,6.1
2,0,0,56,3,2,5.4
7,46,59,30747,3.5,0,9
0,0,0,81,2,0,5
0,12,0,292,2,0,7.5
4,0,0,83,1,0,4.9
4,0,0,189,1,0,5.4
6,1,0,537,0.5,0,7.7
16,6,3,807,1.5,0,11.3
1,0,0,69,2,0,5.5
4,0,0,73,1,0,4.8
0,0,0,51,0,0,8.7
2,0,0,61,1,0,4.8
0,0,0,23,0,0,5.3
0,0,0,125,1,0,6.8
2,0,0,60,0,0,4.6
4,0,1,178,1,0,7.9
11,3,0,756,3,0,11.1
4,0,0,91,0.5,0,4.9
0,0,0,52,3,0,4.7
1,1,0,561,5.5,0.5,7.5
5,0,1,5384,0,0,10.4
3,2,42,24788,10,12,9.7
102,36,6,5989,3,1,10.6
8,20,0,8138,0,0,7.6
20,6,0,4049,0,0,7.3
8,0,0,387,2,0,6.8
0,0,0,14,1,0,3.4
3,0,0,182,2,0,6.4
0,0,0,15,1,0,3.4
0,0,0,34,1,0,3.9
0,0,0,107,17,0,6.4
0,0,0,22,1,0,3.8
1,0,0,64,4,0,4.9
41,15,24,8012,8,0,11.3
1,6,0,281,4,0,6.2
1,0,0,77,4,0,4.9
21,0,1,948,1,0,7.4
7,0,0,1342,6.5,0,5.7
1,6,21,8236,2,0,9.7
0,1,0,321,4,0,7.1
0,9,0,48,9,0,6.7
0,0,18,13710,5,0,6.3
2,0,1,1672,15,0,7.4
1,21,5,7401,3,0,10.9
0,0,0,249,3,0,5.4
1,1,0,407,1,0.5,7.1
0,0,0,887,1,0,9.2
9,10,0,2837,3.5,0,7.1
1,0,0,281,2,0,5.6
0,0,0,31,0,0,4.9
36,1,6,1776,3,0.5,10.8
0,0,0,279,0,0,7.3
50,33,6,2455,1,0,9.7
0,0,2,47,3,0,6.7
1,0,0,217,2,0,5.4
1,0,0,739,2,0,5.1
0,0,0,53,5,1,6.3
3,0,0,520,4,0,8.9
1,0,0,285,2,0,5.6
11,3,0,770,2,0,10
1,2,0,1370,0.5,0,10.4
0,0,0,261,0,0.5,7.7
1,0,0,709,2,0,5.1
3,14,1,844,6,1,8.8
1,0,0,252,2,0,5.6
4,0,0,26,4,0,7.1
1,0,0,614,2,0,5.1
21,1,1,559,1,0,8.6
202,161,2,10197,14,6,11.1
0,0,0,92,0,0,5.7
0,0,0,22,2,0,3.4
7,5,0,678,0,0,8.4
108,110,0,1233,2,0,9.3
0,0,0,26,1,0,3.8
17,2,3,1311,1,0,9
40,20,3,1814,3,0,7.7
0,0,0,47,1,0,4.1
39,65,0,4842,2,0,9.3
0,0,0,30,1,0,5.6
9,0,0,181,1.5,0,5.5
6,1,0,276,2,0,6.9
0,0,0,94,0,0,7.8
46,7,0,787,2,1,9.7
12,0,0,555,13.5,7,7.2
2,0,0,305,0,0,6.4
0,0,0,29,1,0,4.2
0,8,0,114,1,0,6.6
1,0,0,35,2,0,4.1
0,0,0,26,0,0,3.8
3,2,1,232,3,1,6.9
0,0,0,21,0,0,3.4
0,0,0,32,2,0,3.4
8,0,0,369,0,0,6
6,0,1,156,1,0,7.8
4,0,2,64,1.5,0.5,6.6
0,4,1,458,2,0,7.6
0,0,1,63,0.5,0,5.2
5,1,0,610,15.5,0,7
2,0,0,29,1,0,5.4
57,94,1,868,10,3,7.9
0,0,0,48,1,0,5
10,9,1,261,5,0,9.6
8,0,0,95,0,0,6.8
90,11,6,3807,1,0,8.4
4,1,0,161,2,0,6.4
2,0,14,2519,3,0,6.8
5,5,14,1219,0,0,9.8
0,0,0,52,1,0,5.4
7,0,0,496,0.5,0,7.3
2,0,0,335,15,1,6.8
1,15,1,663,15,0,7.3
5,0,1,301,0,0,6.8
13,0,3,2610,2,1,8.6
4,0,0,231,11,0,6
12,0,5,2693,3,0.5,8.3
37,3,3,2228,2.5,1,11.7
36,19,0,2431,1,0,9.8
2,0,0,397,2.5,0,6.5
51,10,0,3337,1,1,9.4
2,3,0,431,1.5,0,6.4
1,0,0,26,1,0,5.2
24,10,4,823,6,0,7.9
0,0,0,431,2,0,6
4,0,0,75,1,0,6
50,0,1,903,2,2,8.4
0,0,0,24,2,0,5.4
0,0,0,105,9,0,6.4
0,0,0,122,1,0,5
0,0,0,9,0,0,4
6,9,12,11262,1,0,7.9
12,1,1,199,26,3,6.9
4,21,7,6246,2,0,10
2,0,0,364,1.5,0,7.2
5,0,0,137,9,0,6.3
0,0,0,12,1,0,4.6
1,0,0,36,0,0,4.4
14,5,0,498,0,0,7
1,0,0,13,0,0,4.9
0,0,0,42,3,0,5.8
2,1,1,136,1,0,7.3
8,0,0,71,1,1,7.5
13,1,2,3158,4,1,7.9
0,3,5,2255,1.5,0,8
2,0,0,395,52,5,7.5
0,3,0,1556,1,0,8.9
3,0,1,40,1.5,1.5,5.9
0,0,0,16,0,0,5.2
0,0,0,4,0,0,4.6
8,0,0,92,0.5,0.5,6.7
1,2,0,48,2,0,5.1
5,0,0,67,2,0,6.5
3,1,0,350,0.5,0,5.7
5,1,0,128,0.5,0,5.3
15,27,10,10139,13,0,7.6
1,2,0,1114,0,0,7.1
12,0,0,588,0,0,7.3
0,2,2,1070,5,0,5.5
16,15,0,495,3.5,1,11.1
2,0,1,34,2,2,6.2
1,0,1,175,5,1,7.5
2,0,1,305,13,5.5,7.8
39,0,0,865,1.5,1,9.2
0,0,0,7,0,0,5.3
2,5,0,189,2,0,6.7
0,0,0,62,6,0,6.4
6,6,0,1408,6,0,8.6
0,4,0,74,3,0,5.2
0,4,0,80,2,0,5.2
10,0,0,430,6,0,11.5
0,0,1,21,0,0,6
0,0,0,33,1,0,6.1
0,4,0,77,2.5,0,5.3
0,11,0,178,6,1,9.3
11,25,4,1736,1,0,8.6
1,2,0,49,2,0,5.4
0,0,0,27,0.5,0.5,5.2
4,0,1,1683,8,0.5,7.8
5,7,0,201,1,0,9
7,0,0,318,7.5,0.5,8.3
0,0,0,17,0,0,4.9
3,4,0,559,7,1,7.5
26,2,1,700,3,1,8
23,0,1,425,2,0,6.7
5,0,0,186,1,0,6.2
0,0,0,40,1,1,4.9
13,5,0,467,0,0,6.6
1,0,0,118,1,0,4.8
0,0,0,30,0.5,0,5.3
10,1,5,1196,2,0,7.3
0,0,0,38,1,0,5.4
169,40,2,12211,1,1,11.1
0,0,0,35,0,0,4.6
1,0,8,4118,1,0.5,6.4
275,3,0,7269,3,0,10.3
68,17,0,799,4.5,3,8.6
0,0,0,34,1,1,4.9
1,0,0,260,1,0,4.8
0,0,1,157,2,0,5.7
1,0,0,241,1.5,0,5.8
15,1,0,300,5,0,8.1
21,12,7,3863,1,0,8.7
6,11,1,360,0,0,6
4,1,0,201,0,0,5.8
36,17,1,3226,48.5,3,7.9
0,0,1,213,1,0,7.7
8,8,0,258,1,0,6.2
8,0,0,296,2.5,0,7.1
4,1,4,536,1.5,0,6.7
11,12,0,330,14,5,6.3
0,2,2,490,2,0,11
12,0,0,464,3,0,7.6
16,3,0,1340,5.5,0,8.4
6,0,0,165,2,0.5,7.4
2,11,0,349,2,0,6.5
0,0,0,82,1,0,5.2
0,0,0,37,0,0,5
0,0,1,1260,1,0,6.6
49,23,1,2786,5,0,7.9
17,1,0,1303,5,0,7.5
0,8,0,48,4,0,4.9
10,0,0,149,1,0,6.2
1,0,1,670,0,0,8.7
20,2,1,242,3,2,10.3
0,1,0,605,0,0,6.5
5,3,2,3186,1,0,12.8
28,24,1,741,1.5,2,8.2
0,0,1,44,0,0,5.3
0,1,0,4,1,0,4.6
0,0,0,28,0.5,0,4.3
0,0,0,552,1.5,0,8.1
2,0,1,188,4,0.5,5.7
4,8,0,213,7,0,6.9
0,0,0,44,0,0,5.8
25,5,38,13149,1.5,0,8.6
46,1,2,1900,1,0,9.4
0,0,0,48,1,0,8
11,2,1,466,1,0,7.2
8,0,0,309,1,1,8
3,0,2,582,3,0,7
14,29,4,2793,2,0,8.5
5,7,0,210,1,1,5.7
0,0,0,13,0,0,5.2
0,0,0,17,0,0,5.2
4,0,0,76,1,0,9
0,0,0,35,0,0,6.5
1,0,0,1755,0,0,10
0,0,0,225,0.5,0.5,7.6
11,2,1,349,3,0,8.6
1,0,0,44,3,0,5.9
20,0,1,305,3.5,0,7.2
160,10,6,2471,3,2.5,9.7
0,0,0,60,0,0,6.2
3,1,42,19540,9,12,6.7
3,0,0,412,1,0,9.6
5,37,0,361,4,0,7.7
0,0,0,162,4,0,7.7
9,12,1,1183,1.5,0,9.3
5,1,1,324,5,0,6.6
1,2,0,264,1,0,7.2
6,2,3,229,4,0,6.6
0,0,0,32,1,0,7.3
10,0,0,617,1,0,7.5
0,0,0,69,0,0,5.9
1,0,0,1116,4.5,0.5,7.5
36,10,3,1331,1,8,8.4
7,3,2,317,2.5,0,9.9
0,0,0,20,0,0,4.5
1,0,0,67,0,0,7.1
0,0,0,22,0,0,5
5,0,0,258,0,0,10
0,0,0,95,5,0,8
0,16,0,222,1,0,7
0,0,0,208,0,0.5,8.4
4,0,8,3597,31,1,7.2
55,64,0,3673,2,0,10.3
2,0,0,326,9,0,6.6
1,0,0,13,0,0,4
6,0,1,65,1.5,0,5.7
10,0,1,108,8,1,5.8
41,15,1,2269,2,0,8.7
40,8,6,4467,3,0,8.5
0,6,0,611,2,0,7.4
0,0,0,644,0,0,7.7
0,0,0,149,18,1,6.7
0,0,0,1293,0,0,6.6
3,13,16,9257,1,0,9.5
0,0,0,456,0,0,7.9
0,0,1,22,0,0,4.7
17,0,2,1576,1,0,8.1
24,36,7,7875,5,0,10.7
6,0,8,11070,1,0,6.8
0,231,0,703,0.5,0,7.4
12,2,24,12970,1.5,0,7.9
4,0,0,421,0,0,7.4
3,25,0,576,9,3,8.3
23,0,2,392,2,0,7.5
0,16,0,832,6,0,8.1
34,40,4,3888,3,0,8.5
1,0,0,150,1,0,8.4
33,7,1,1058,4,0,8.6
15,0,0,1610,2,0,10.3
15,0,15,14672,3.5,5.5,7.3
49,11,0,1908,2,0,8.3
153,92,0,1850,7,4,9.8
16,5,1,4044,1,0,12.9
16,6,4,2683,2,0,9.6
1,5,1,269,2,0,9.1
0,0,0,98,2,0,5.7
0,0,0,156,6,0,5.7
2,3,0,3950,0,0,7.8
14,0,0,233,10.5,5,6.9
3,0,0,66,6,0,7
22,1,2,1191,1,0,8.1
2,78,2,2799,3.5,0,8.5
0,0,0,46,2.5,0,7.7
23,58,13,6152,3,0,10.5
23,3,6,3560,2,0,9.4
9,0,0,471,0,0,8.8
10,0,0,265,2,2,7.3
0,0,0,59,3,0,4.3
0,0,1,1334,1,0,8.1
1,0,0,252,7,0,5.5
0,0,0,36,0,0,8.4
29,0,0,551,3,0,10.6
0,0,0,230,1.5,0,8.3
0,0,0,117,0,0.5,5.6
0,0,0,420,0.5,0,5.7
0,1,0,229,1,0,5.6
42,0,0,1210,24,39,7.9
0,0,0,528,12,1,6.3
4,0,0,140,2,0,5.3
43,0,1,4674,1,0,8.8
1,0,0,247,20,6,8.8
0,0,0,281,3,0,5.9
0,0,0,198,6,0,8.5
1,0,1,1040,0,0,11.4
0,4,0,506,5,0,7.7
7,1,1,1380,0,0,7.5
26,9,3,3744,4.5,0,9.7
29,22,17,13814,7,0,9.6
13,0,0,338,5,0.5,6.8
3,0,1,568,6,0,7.1
34,7,0,804,1.5,0,7.7
4,0,0,701,1,0,7.2
0,67,0,588,4.5,0,9.1
4,5,1,959,0,0,7.6
6,0,1,4841,0,0,10.3
0,0,0,20,1,0,3.8
19,1,5,2616,5,0,8.9
14,2,0,679,2,0,7.9
6,1,0,388,3.5,1,7.3
4,5,0,424,3,0.5,6.9
34,0,0,2132,1,0,12.3
40,11,3,2280,4,2.5,8.1
5,0,1,85,2,0,6.8
0,0,0,146,2,0,5.2
0,0,0,103,0.5,0,5.5
0,1,0,84,1.5,0,5.8
64,10,0,2481,2,0,8.5
4,0,0,154,1.5,0,5.5
20,18,0,600,9,1,8.3
0,1,0,10,1,0,4.6
0,1,0,35,0.5,0,5.8
12,0,0,785,2,0.5,7.9
0,0,0,31,0,0,4.6
0,1,0,36,0.5,0,5.2
15,0,4,222,1,0,8.1
4,1,16,11449,1,0,6.2
20,28,2,774,5.5,0.5,9.1
24,9,0,1429,2,0,8.5
0,4,0,29,2,0,6.5
1,0,0,64,1,0,8.4
49,1,0,1486,1,0,10.2
13,24,0,843,2,0,7.3
21,2,0,1412,5.5,0,9.2
0,1,0,39,1,0,5.8
25,15,9,921,3.5,0,9.6
0,0,0,26,0,0,5.4
9,1,0,520,2.5,0,7.5
4,11,0,1642,3,0,10.9
26,17,7,3145,2.5,0,8.6
1,0,0,91,2,0,6.1
16,2,4,3811,2,0,7.5
5,4,2,861,0.5,0,8.1
30,0,1,1165,3,0,7.6
23,14,4,2354,2,0,8.6
43,0,0,734,3.5,1,8.1
0,0,0,42,2,0,7.3
10,0,0,142,3,3,7.5
4,0,0,295,16.5,0,8.9
26,1,0,1377,1,0,9
0,0,0,30,4,0,5.5
1,0,0,298,7,0.5,8.3
4,0,0,401,1,0,11.1
75,2,2,2477,1,0,9.1
7,11,1,442,2,2,8.8
10,0,5,1481,1,0,8.4
21,17,5,3075,8.5,2.5,10
5,0,2,190,0,0,8.6
4,0,0,721,2.5,0,6.5
86,13,0,2978,4,0,8.9
0,0,0,70,7,0,6.2
2,1,1,1177,1,0,8.1
16,2,0,2423,0,0,12.2
0,0,0,34,2,0,5
5,0,0,83,2.5,2,7
2,5,0,728,4,0,7.3
3,2,0,243,1.5,0,6.4
2,16,0,305,8,2,7.8
0,0,0,211,4,0,6.5
0,1,10,1963,0.5,0,8.7
0,1,0,426,1,0,6.5
2,9,0,147,7,0,7.1
21,11,2,996,4,0,8.1
4,8,1,127,8,0,6.3
0,0,0,77,0,0,6.1
10,5,0,658,7,1,8
0,56,5,1570,1,0,9.5
3,0,0,258,1,4,5.1
7,1,0,185,11,7,5.7
0,0,0,9,1,0,3.8
6,2,0,149,5,3.5,9
3,0,0,277,6,0,6.2
0,5,1,294,2,0,10.3
5,0,0,138,1,3,5.5
7,0,0,467,2,1,8
5,0,9,4211,4,2.5,6.1
6,6,0,615,3.5,0,8.3
0,1,1,159,1,0,9
0,0,1,36,0,0,5.2
85,8,7,4064,12,6.5,8.9
3,4,1,351,8,1,5.2
0,1,0,96,0,0,5.4
0,0,1,188,5,0,6.2
0,0,1,19,0,0,4.7
4,0,3,1136,2,2,6.3
11,21,1,537,1,1,7.6
0,0,0,451,0,0,7.4
8,10,0,930,2.5,0,8
0,0,1,36,0,0,4.2
0,0,0,91,2,0,6.5
0,0,1,43,0,0,4.5
2,6,0,226,5,0,5.9
6,31,0,453,4.5,0,8.2
0,0,1,74,6,0,5.3
2,10,1,331,0,0,8.4
20,27,3,1238,1,0,8.3
36,0,2,1424,7,1,7.4
0,0,0,246,4.5,0,5.7
27,52,38,37630,1,0,10.1
0,1,0,349,4,0,4.5
0,0,0,75,13,0,5.4
29,7,1,512,1,1,8
0,0,0,65,1,0,5.2
0,0,0,229,2,0,5.3
1,0,0,957,1,0,7.2
1,0,0,57,0,0,5.8
0,0,0,123,1,0,5.3
5,10,3,1973,4,0,8.8
3,0,1,471,1,0,7.2
3,0,0,43,3,0,6.1
2,2,19,6829,2.5,0,9.4
1,0,6,877,0,0,6.4
5,0,0,914,4.5,0,8.5
9,7,8,6100,4,0,10.8
7,0,0,518,2.5,0,7.3
3,31,0,1882,1,0,9.4
0,0,0,278,0,0,7
5,0,0,394,3.5,0,7.2
7,7,0,961,4,0,7.8
0,1,0,349,10,0,6.4
0,4,2,314,7,0,7.3
0,2,0,867,0.5,0,6.8
2,0,0,49,0,0,5.4
20,11,0,294,11,1,8.3
0,0,0,65,2,0,7.2
17,65,1,952,2,0,9.1
11,3,0,299,1,0,7.3
0,0,0,116,0,0,5.5
0,0,1,25,2,0,4.9
2,0,1,1391,4,2,6.2
60,11,0,1479,2,0,8.4
9,0,0,424,1,0,6.9
3,0,0,373,3.5,0,7.1
1,0,1,231,2,1,5.9
8,49,0,1092,6,2,9.1
5,0,0,45,2,2,6.7
1,0,1,278,0,0,7.2
0,0,0,62,4,0,6.1
8,1,5,1116,2,0,8.4
1,0,0,334,10.5,0,5.8
0,0,1,47,0,0,5.9
0,7,0,25,2,0,7.7
5,0,1,1261,0,0,9
0,0,0,114,2.5,1,6.4
0,1,0,63,1,0,5.7
1,2,0,243,12,0,6.8
6,0,7,13047,4,0,6.2
17,5,0,542,6,0,7.2
27,0,0,1046,1,1,8
0,1,0,29,1,0,5.7
1,0,0,126,1,0,6.6
0,0,0,62,1.5,0,4.5
17,22,3,1020,3,0,7.6
0,20,0,94,4,0,7.9
0,0,0,40,2,0,7.3
0,0,1,60,4,0,8
2,0,0,89,5,0,6.4
2,6,3,510,2,0,7.4
1,0,0,87,1,0,6.5
17,88,3,4797,11,0.5,9.8
1899,695,6,89332,14,5,12.1
10,0,1,709,8,1.5,8.5
0,0,0,64,0,0,6.2
0,1,15,1383,3,0,10.3
8,3,0,77,2,2,7.1
54,10,4,1711,1.5,0,8.6
18,0,0,517,1,0,9.7
0,0,1,49,0,0,5.5
1,0,0,27,2,0,5.5
8,0,1,314,4,1,9
5,0,0,239,2,0,7.9
0,0,1,61,0,0,5
0,0,0,9,1,0,4.6
0,0,2,75,0,0,5.2
46,26,0,1865,6,0,8.2
0,0,0,12,0,0,5
1,0,0,39,1,0,5.3
1,1,0,2022,0,0,8.4
0,0,0,96,1,0,9.1
3,0,0,68,3,3,6.5
0,0,2,729,3.5,0,11.5
0,0,2,74,0,0,5
9,0,3,702,3,1,7.1
4,0,1,82,3,3,6
13,3,1,5161,2,0,12.8
30,9,1,704,2,0,7.9
0,1,0,78,7,4,5.6
