"McCC","WMC","NL","scores_ANN"
6,5,1,3.1
1.6,6,2,4.3
1.6,26,1,3.3
1.1,20,0,6.9
2.7,1,0,7
2.4,19,2,5.4
2.3,30,4,4.6
2.3,48,1,3.6
2.3,74,5,8.7
2.1,15,4,3.1
3.8,24,1,6
1.7,2,0,2.1
1.7,3,1,3.6
3.4,88,5,5.1
2.3,1,0,7
1.3,4,0,3.6
1.3,27,6,4.4
4.7,6,1,2
4.7,59,5,6.4
1.2,13,1,4.4
1.9,23,1,4.6
1.8,16,2,4
2.2,53,1,6.3
2.2,20,4,4.9
2.2,40,4,5.3
2.2,3,0,6.5
1.8,18,3,3
5,5,1,3.6
1.8,7,1,0.5
2.1,52,13,4.2
2.1,7,1,2.9
1.3,25,2,4.9
3.6,38,3,5.3
3.6,9,2,2.7
3.1,15,4,3.6
2.4,22,3,2.8
1.3,12,1,6.4
1.3,4,0,4.7
5.5,11,3,1.2
2,3,1,1.9
2,7,3,2.1
1.8,26,2,4.1
1.8,6,0,2.8
1.8,4,2,6.6
1.8,4,3,3.6
1.2,20,1,4.8
3.2,35,4,2.5
2.3,9,0,2.4
1.6,9,1,3.2
1,197,0,6.1
8,8,3,1.5
2,28,3,3.8
2.2,16,1,6.4
2.2,2,0,5.6
1.4,27,6,4.4
2.5,4,2,4.6
2,41,2,7.7
1,19,0,5
2,53,5,5.1
1.4,20,1,5.9
1.1,13,0,4.1
1.1,3,0,4.7
1.1,3,1,3.7
2.5,3,0,5.4
2.5,26,4,1.6
3.2,3,0,3.3
3.2,16,2,4.4
2,12,2,4.5
3.7,11,2,2.3
2.5,27,3,3.9
2,5,1,3.6
2,13,3,3.1
2,32,4,3.9
1.7,79,12,5.5
1.5,2,0,2.8
3.3,19,2,4.7
2.6,6,1,5.9
2.6,62,6,4.5
2.6,4,0,6.2
2.6,1,0,3.8
1.8,50,5,2.5
1.8,15,2,4.1
1.6,31,1,4.4
1.8,26,4,2.7
1.8,3,0,3.6
1.8,22,0,4.7
2.2,34,5,2
2.3,57,5,5.1
3.1,6,2,2.3
2.5,32,2,3.1
1.8,6,2,2.9
2,19,4,6.4
1.3,8,2,1.9
1.7,17,5,6
1.7,36,3,4.6
1.9,4,2,0.2
2.2,596,14,8.5
2.2,6,0,2.8
2.2,8,0,4.4
2.8,17,3,4
28,82,7,3.6
3.9,58,9,3.1
1.4,18,1,3
1.4,7,2,5.2
1.6,490,8,8.6
1.2,32,0,5.8
1.4,18,1,4.7
9.8,2,1,2.3
9.8,2,0,5.1
9.8,485,6,7
9.8,2,0,4.1
9.8,1,0,6.2
1.5,6,0,3.5
1,62,0,6.8
3.5,58,2,6.2
3.5,80,6,6.1
6.3,57,4,3.2
5.2,26,3,4.4
5.2,1,0,3.9
5.2,20,4,3
1.5,23,1,4.8
2.6,18,1,3.7
2.9,35,5,3.8
2.1,1,0,3.5
2.1,67,4,6.3
2.5,28,2,4.1
2.5,6,0,2.8
2,4,2,0.7
4.5,1,0,3.8
4.5,134,10,6.1
3.5,209,9,5.1
1.4,33,3,5
2.8,11,3,2.8
2.8,20,4,2.3
2.8,13,2,4
2.8,23,1,5.8
1.4,11,3,3.2
1.4,24,1,4.8
1.4,4,0,4.8
1.4,1,1,2.5
6.9,500,10,5.2
2.4,31,1,3.3
2.4,13,1,6
1.1,7,2,2.4
1,6,0,7.2
2.7,13,4,2.1
5.9,112,7,3.4
1.8,7,0,1.2
11.4,57,2,2
2.5,7,2,4.3
2.5,24,4,5
1.2,15,0,3.8
2.1,1,0,1.7
2.1,115,5,3.6
11.6,58,2,2
2.7,3,1,2.9
2.7,1,0,3.9
2.7,22,2,5.3
2.7,14,5,3.4
9.2,37,16,2.3
8.6,43,2,3.9
1.8,14,3,2.9
3.2,35,6,3.7
1.2,6,2,2
2.3,7,2,3.8
1.6,16,1,2.5
2.5,13,3,3
1.1,25,2,5.1
1,5,0,8.3
4,12,2,3.9
1,31,0,3.9
1.6,23,3,4.1
2.6,23,3,2.7
1,21,0,4.8
6.3,5,0,4
6.3,61,10,2.4
3.6,29,3,5.4
3.8,19,4,3.2
3.8,4,2,5.4
1.8,59,1,7.3
1.8,62,3,5.1
1.8,122,4,5.6
1.8,9,1,7.1
2.3,30,2,3.1
2.1,40,3,1.6
2.1,17,0,4.7
3,4,3,3.9
3,2,1,2.7
3,3,0,0.8
1,73,1,5.5
1.2,18,0,4.1
1.2,12,5,2.4
1.5,3,0,3.1
3.1,100,11,4.6
2,4,0,3.1
2,12,2,4.1
2.5,5,2,3.1
2.5,37,2,3
1,99,0,5.4
2,3,3,1.4
2.4,90,5,3.3
3.5,83,6,2.3
1.2,8,1,3.7
2.2,2,1,4.6
2.2,25,3,4.3
2.2,35,2,5.1
1.5,71,2,3.9
1.8,79,3,4.6
2.5,5,1,4.4
1,22,0,3.9
1,11,0,4.5
4,9,3,1.8
4,3,2,1.9
2.4,19,3,2.8
1.2,14,1,4.2
1.7,5,2,2.2
1.8,9,1,5.1
5.5,11,2,2.3
1.1,24,0,4
2.5,10,3,2.4
1.8,10,1,3
1.8,6,2,4.3
2.7,6,0,2.8
3.7,51,1,7.2
3,4,1,3.4
2.2,20,1,3.3
2.8,1,0,2.8
2.8,18,3,2.1
2.8,53,4,3.1
4.8,24,2,1.6
3.5,2,1,2.9
3.5,16,6,1.6
1.8,9,3,2.5
3.1,28,4,2
1.6,10,0,4.2
1.6,8,3,3.4
1.2,8,1,4.6
3.2,42,3,4.9
3.2,7,0,3
3.2,3,0,2.6
1.8,3,0,2.9
1.8,13,3,1.8
2.6,8,1,2.4
2.2,26,2,2.9
1.9,15,2,4.5
2.6,13,2,2.6
2,8,2,3.7
1.1,1,1,1.5
1.6,7,2,2.6
6.6,46,7,4.9
2.7,5,1,4.9
2.7,7,1,4
2.7,5,0,7.4
2.7,1,0,4.7
2.7,18,3,1.5
2.7,29,3,7.2
2.3,70,4,5.6
2.3,13,3,3.1
3,1,1,1.5
3,8,2,2.3
4.2,32,5,4.8
4.2,23,4,4.5
3,30,6,3.2
1.3,1,1,1.5
4.4,64,4,2.2
4.4,1,1,1.5
2.2,7,1,4.6
2.2,11,2,0.9
4,12,1,2.6
1.2,15,0,6
2.4,3,0,7.1
2.4,24,4,4.5
1.2,3,1,7
2,58,4,3.4
2,23,2,5.4
1.1,45,0,4.4
8.7,77,4,1.6
2.3,19,3,5.1
2.3,12,1,5.2
7.7,23,7,3.4
1.8,102,5,4.5
1.3,28,3,3.2
1.6,10,1,4.7
1.6,5,1,3.8
1.6,11,3,2.9
1,49,0,4.5
1,5,1,2.2
5.3,35,6,2.6
3.2,11,3,2.7
3.2,5,1,2.2
2,17,1,3.1
3.3,20,1,6
3.3,0,0,3.1
1.7,4,1,3.4
4.4,21,4,3.5
4.4,10,1,2.7
2.7,268,7,6
2.7,1,0,2.6
1.3,23,0,6.3
1.3,14,5,3.4
1.8,21,1,2.9
1.4,3,2,2
4,8,3,2
2.5,0,0,3.1
1,29,0,4.9
1.6,23,2,4.7
2.8,30,4,4.5
1.2,15,0,3.6
1.2,10,0,3.2
1.6,9,3,3.4
1.6,10,3,2.6
1.1,2,1,5.3
1.4,32,1,5.1
1.6,83,4,5
2.8,178,19,6.3
2.8,2,0,6.5
2.8,12,2,4.7
2.8,20,1,3.1
2.7,50,2,4.4
1.8,13,2,3.2
2.2,22,6,2.9
2.1,101,4,4.9
1.4,15,1,9
1.4,9,1,6.8
1.4,9,2,5.2
3.2,52,1,5.2
1.5,12,3,6.6
3.1,7,4,4.8
3.1,43,3,3.6
3.1,19,3,1.4
1,110,1,5.8
1.5,47,1,5.2
23,23,3,1.7
2.1,13,3,3.1
2.1,21,7,5
5,25,3,2.1
4.2,19,3,6.1
4.2,33,4,4.9
4.2,2,0,5.5
4.1,37,3,5.7
1.2,10,2,1.8
2.7,32,5,3.1
1.6,14,1,3.5
2,8,1,3.9
3.1,34,3,3.7
12.5,25,7,1.8
1.4,16,1,6.2
2,1009,1,7
7,14,4,1.8
2.3,5,1,4.9
2.3,4,1,2.7
2.3,20,3,5.7
2.3,2,0,5.3
2.3,10,4,1.6
2.3,23,5,3.2
1.3,8,1,6.3
1.4,10,2,3.1
1.9,12,3,1.9
2.2,20,3,3.2
1.9,14,2,3.4
1.9,83,4,5.8
1.8,9,4,2.6
1.2,56,2,6.7
4,8,6,1.8
1.1,7,2,5.7
2.2,2,0,0.8
2.2,16,2,3
2.9,15,0,6.2
2.9,135,5,6.7
2,11,4,2.4
1.8,21,2,3.6
1.5,11,4,3.1
1.5,5,2,3.3
1.8,8,1,5.9
2.3,6,4,4.2
2,65,2,5.2
1.7,7,1,2.3
1.1,12,1,3.2
1.1,6,0,4.1
2.3,21,3,3.1
1,3,0,7.9
1.7,26,2,3.4
1.6,34,3,4.2
1,29,1,4.1
2.2,63,4,4.6
2.6,12,1,2.4
2.6,34,2,6.3
2.6,88,9,5.1
2.6,1,0,1.7
2.6,5,0,6
1.8,79,2,5.1
1.9,18,3,6
1.6,49,3,4.9
1.6,101,2,5.5
1.3,69,3,7.8
1.3,5,0,5.2
1.8,26,1,7.2
1,31,0,5.2
1.2,10,0,3.9
19.5,39,5,1.8
4.5,18,3,5.4
3.7,22,1,5.4
12,24,3,1.8
6,1,0,1.9
6,17,4,2.4
5.8,283,2,5.3
5.8,1,0,3.8
5.8,27,4,4.9
3.5,21,3,3.7
1.3,31,1,6
1.3,20,2,6
1.5,9,3,3.4
1.7,54,1,5.2
1.3,21,5,3.3
1.7,11,1,5.5
1.7,4,1,0.7
2.5,23,2,5.9
2.5,19,1,4.7
1,34,1,4.6
1.3,27,1,6.8
2,20,3,3.4
2.4,19,3,6.1
2.4,42,3,7.3
2.4,16,1,3.8
2.4,51,13,6.2
1.5,4,1,3.7
1.5,6,0,4
4.9,38,3,5.4
4.9,1,0,1.8
3.6,18,3,5.1
3.4,61,9,3.3
6,12,4,5.4
3.8,15,4,2.2
1.5,30,1,6.1
1,1,1,1.8
18.5,37,5,1.8
1.6,33,2,3.1
1.6,1,1,1.8
1.6,7,2,2.1
8,1,1,1.8
8,23,3,1.8
1.5,89,2,6.7
1,139,0,6.2
1,29,0,4.7
1.7,11,2,2.9
1,58,1,4.8
1.7,10,1,1.9
1.8,7,3,2.4
2,10,3,2
2,8,4,2.1
1.7,14,3,4.4
2.3,32,1,2.3
3.4,1,0,2
3.4,15,3,2.3
3.4,11,5,1.8
2.9,46,6,5.8
1,12,1,3.5
1,19,0,4.3
2.5,4,1,1.2
3,8,3,2.6
11,11,3,1.2
1.6,3,0,3.7
1.6,4,1,2.7
4.1,33,2,3
2.5,10,1,6.9
2.5,43,6,3.9
4.5,45,6,6.5
2.8,48,3,2.5
1.8,3,0,3.7
6.2,37,6,2.9
2.5,10,2,2.6
1.6,7,3,2.4
3.5,6,1,2.1
5.5,11,3,1.8
2.5,5,1,6
1,23,1,4.2
4,4,1,3.9
2,10,0,3.1
2.5,5,3,6.2
4,48,4,3.2
1.6,41,3,7.5
5,5,1,5.3
3.4,24,3,2.6
1.5,5,2,1.5
1.5,5,2,4.5
8,16,2,0.3
2.4,6,1,4.1
2.4,29,3,5.5
1.7,3,1,1.7
1.7,16,1,3.6
1.1,8,2,2.7
1.7,10,5,0.9
1.7,15,0,4
1.7,16,3,4.2
3.2,19,3,1.9
1.1,5,0,5.8
2.7,11,2,4.7
2.7,5,0,6.2
2.7,26,2,5
2.7,4,0,2.9
2.7,263,5,5.7
1.6,4,1,1.6
1.6,4,1,3.7
1.1,17,1,4.3
3,11,3,3
3,10,4,1.3
1.9,6,1,5.2
1.9,8,1,6.1
1.9,3,0,6.3
15.5,31,3,1.8
8.9,58,4,3.3
6.2,25,4,2
4,3,2,2.5
4,5,2,4.2
1.3,11,2,4.9
1.3,13,1,7.2
1.3,8,1,8.3
2.1,6,0,3.4
2.1,55,3,5.2
1.6,16,1,2.4
8,48,4,3.4
1.5,120,2,5.3
1.2,15,1,2.5
1.5,19,1,2.5
2,18,2,4.5
1.1,31,1,4
3.9,58,4,3.1
3.9,1,0,3.5
1.4,2,0,0.3
2.3,5,0,3.9
2.3,1,0,3.7
2.3,71,3,6.7
1.9,21,4,4.1
3.9,25,3,3.5
3.9,1,1,5.2
3.9,1,0,1.4
1.5,15,1,5.5
1.5,11,1,3.5
1.1,19,1,3.7
1.9,9,3,5.6
4,2,1,2
4,1,0,2
4,37,4,2.7
1.1,16,1,5.6
2.7,6,3,4.6
2.7,21,1,7.2
2,20,3,1.1
16,32,5,1.8
1.4,21,1,4.5
1,57,1,4.8
4.5,9,4,2.4
1.6,85,2,4.3
1.7,3,0,1.7
1.7,11,1,5.1
2.5,5,1,0.8
1.4,1,0,3.1
1.4,17,2,2.3
1.4,7,2,2.9
2,10,5,2.4
1.9,14,2,3
1.5,23,1,4
3.3,1,0,2.1
3.3,4,2,3.8
2.3,16,2,2.5
1.3,20,1,4.6
1.1,1,0,3.3
1.9,13,1,3.7
1.8,23,3,3.3
3.4,13,1,3.2
3.4,3,1,1.6
1.6,15,0,4
1.6,5,0,3.2
1.6,19,4,2.8
3,2,2,3.9
3,6,2,2.5
2.7,8,1,1.2
1.5,13,1,3.7
1,23,0,5.3
1,26,0,5.7
1.1,67,1,6.8
1.1,6,2,4.1
1.5,4,1,4.5
1.2,54,2,4.3
1.3,1,1,1.8
1.3,7,1,3.6
4.2,24,3,4.6
4.2,1,0,3
1.7,15,3,4.8
2,1,1,1.8
2,9,1,2.2
2.2,12,5,2.4
1.4,17,1,3.8
2.3,1,1,1.8
2.3,13,3,2.6
1.9,44,2,5.4
1.9,3,1,3.8
1.9,3,1,2.7
3.7,13,2,2.9
3.7,9,5,1.8
1.1,68,2,4.4
2.5,10,1,2.2
1.8,1,0,3.7
1.8,2,1,2.2
2.2,10,4,2.1
1.4,33,2,5.5
3.1,85,4,4.6
2.5,0,0,4.8
2.5,4,1,6.2
1.3,13,1,5.8
1.8,59,4,6.4
1.3,94,2,4.2
1.1,6,1,3
1.1,5,0,2.6
1.6,11,3,2.6
1.4,22,2,4.8
2.1,7,2,1.8
2.1,16,1,5.4
3,0,0,1.5
3,8,1,2.1
3.7,26,2,3.4
1.5,25,1,2.1
1.5,54,2,3.4
1.3,20,1,3.9
5.8,23,4,3.4
2.5,9,1,4
3.1,80,8,3.6
3.1,1,0,1.5
4.3,48,10,3.4
1.5,15,2,5.6
1.3,32,2,5.4
3.7,37,8,4.5
1.8,22,2,4.5
1.3,29,1,3.8
2.5,13,2,2.4
2.5,7,2,1.9
2,10,4,2.1
2.8,9,4,2.8
1.4,5,3,5.4
2.5,4,0,0.7
2.5,1,0,2.1
1.8,6,0,2.7
2.4,74,4,4.3
2.4,4,0,4
2.4,1,0,6.2
1.8,33,3,4.2
1,19,0,4.2
1.5,2,0,3.8
1.1,63,2,5.7
9,9,1,1.7
9,1,0,1.5
2.7,13,7,1.9
1.1,14,1,4.1
1.7,18,2,3.5
1.7,30,2,3.1
1.3,6,2,4.1
1.3,2,0,7.1
1.8,10,4,2.1
1.2,24,2,4.9
13.7,40,4,1.8
13.7,1,0,1.5
1.1,4,2,4.2
4.1,118,6,4.6
3.5,7,1,2.3
2.2,22,1,2.3
4,55,4,5.5
4,3,1,1.6
1.1,26,1,7.1
1.1,3,0,7
2.5,74,3,5
2.5,5,1,6.9
1.2,39,2,5.3
3.3,174,2,4.6
1.6,37,1,4.8
2.1,25,1,2.4
2.1,13,3,4.4
1.7,33,1,3.7
2.3,9,2,3.8
2.3,7,1,0.7
4.8,70,4,3.2
4.8,5,1,2.4
2.4,19,5,3.6
4,8,4,3.8
1.4,6,1,5.4
1.7,4,1,1.6
1.8,35,2,4.6
2.8,138,6,4.3
2.8,11,2,4.7
1.8,4,2,2.8
1.2,11,1,3.7
3.9,27,5,3
1,65,1,5.4
2.3,9,0,4.1
2.3,5,2,4.1
2.3,2,2,3.9
2.3,10,2,3.4
2.3,41,4,4.1
1.3,9,0,4.4
1,20,1,4.5
2.5,4,2,2.8
1.7,14,0,4.4
5,39,3,3.1
2.4,56,4,3.5
2,6,3,3.8
2.7,8,1,4.7
5.1,270,4,5.7
1.5,0,0,1.3
1,37,0,4.1
2.8,10,2,4.9
2.8,3,1,4.1
2.5,0,0,1.3
2,5,3,2.5
1.3,20,2,5.6
1.6,16,1,3.6
1.9,18,1,2.8
1.8,13,4,2.5
1,6,0,7.5
1.6,22,2,4.5
1,10,0,6.9
3.3,43,5,3.1
2.2,12,3,3
2.1,50,2,5.3
1.6,31,2,4.9
1.7,57,7,4.7
10.9,1,0,1.8
2.9,73,2,4
1.7,43,2,4.9
1.2,22,2,5
11.5,230,5,4.1
1.3,1,0,7.2
4.5,27,2,1
35.5,71,3,1.8
4.4,0,0,1
4.4,1,0,3.8
4.4,2,0,4.2
1.1,14,1,2.1
1,21,0,4.3
2.7,23,3,2
1.7,25,2,6.6
1.9,13,2,3
2.4,22,2,2.8
1.2,7,2,2.9
1.2,23,1,6.9
1.1,48,0,6.1
2.1,17,2,1.6
3.5,38,5,2.8
3.5,1,0,1.5
4,4,3,0.2
1.7,16,1,3.7
1.7,41,2,6.2
1.8,14,2,3.4
1,11,1,5.5
1.2,32,2,4.7
6.3,4,0,2.2
6.3,34,5,1.8
5,5,2,1.5
13.5,27,3,1.8
2.2,0,0,1
2.2,8,2,3
3,29,4,2.8
1.6,13,2,4.9
1.1,37,1,4.3
1.6,19,2,4.7
1.2,38,2,5.4
1.3,22,1,3
3.3,202,4,5.3
4.5,0,0,1
4.5,65,1,7.2
4.5,1,0,5.2
1.5,21,2,6.1
1.4,22,2,5.9
1.1,18,2,3.5
1.1,27,0,6.5
3.2,13,4,3.7
2.2,98,2,4.4
1.5,0,0,4.9
1.4,64,2,5.3
1.7,36,5,4.1
3,48,6,5.2
1.7,14,2,5.7
1.7,13,3,3.5
1.6,13,1,5.6
1.6,13,3,5.7
1.6,13,2,4.5
2.7,0,0,4.9
2.7,0,0,1
1.9,14,1,1.9
1.5,15,2,6
1.5,0,0,0.5
2.5,15,2,3.1
3.2,3,1,2.7
3.2,16,8,4.2
2.7,41,2,2.4
1.9,0,0,1
1.9,26,1,7.2
1.5,14,2,4.5
1.5,1,1,1.8
1.7,63,2,5.4
1,18,0,6.2
2,14,2,4
2.6,14,3,3.2
2.6,4,1,3.2
2.6,10,1,6.3
2.3,30,3,3.8
2.7,7,1,1.8
2.7,81,3,7.5
1.7,65,3,4.2
25,50,3,1.8
4.2,49,4,5.7
3,9,2,3.1
1.4,4,0,5.5
1.4,16,2,2.8
4,8,3,2.1
2.3,27,4,3.9
3.3,35,4,5.5
3.3,4,0,4.6
1.5,27,2,2.9
1.1,39,2,4.7
2.3,48,2,3.6
2.6,13,1,3
1.3,8,0,4.4
1.3,6,1,2.5
5,15,3,2.3
1.1,14,1,5.7
1.6,7,1,2.3
1.1,116,2,6.2
1.1,12,1,4.9
1.1,3,0,6
2.7,7,1,5.4
1.8,29,4,3.9
1.8,6,0,2.4
1.8,13,1,3.3
1,0,0,5.3
1.1,63,1,6.7
3.2,15,3,4.1
5.3,48,14,2.8
2,16,2,2.5
1.4,34,1,6.4
1.4,9,1,5.8
1.4,15,3,4.1
1.7,10,2,3.8
1.6,29,2,4.2
1.2,13,1,3.8
1.1,23,1,3.8
4,16,2,5
2,24,2,5.1
1.5,4,2,1.6
1.9,6,2,1.7
1.9,6,0,7.5
1.9,8,1,5.8
1.9,11,2,2
1.9,3,0,6.9
2.3,7,3,1.7
2.3,16,2,3.2
1.4,11,2,5.1
1.2,6,0,3.9
1.2,19,2,6.1
1.6,13,2,6
2.5,35,4,4.1
2.2,28,2,3.3
1,18,0,4.3
1.1,2,0,1.4
1.6,9,1,4.5
1.2,47,1,3.7
1.3,8,1,5.1
1.7,19,1,3.7
2.1,27,2,3.1
1.5,14,1,3.2
1.2,23,2,4.9
28,56,5,1.8
2.4,33,2,3.8
1.7,23,2,2.9
1.7,6,0,4.4
1.9,9,1,6.2
1.9,9,2,4.3
1.9,33,3,7.5
1.9,7,3,7.3
16.7,1,0,1.8
16.7,49,3,1.8
1.3,20,2,4.8
1.5,33,2,3.1
3.5,45,2,5.8
2.5,26,5,2.6
1.9,17,1,3.5
4.1,1,0,3
4.1,25,1,7.2
4.1,67,7,4.9
2,10,3,2.5
1.8,7,1,3.3
2.1,21,1,5.8
2.1,15,2,6
1.5,16,3,4.5
2.5,77,2,5.6
2.5,3,1,5.3
1.4,57,2,6
1.5,18,2,5.6
6,12,2,1.9
1.3,50,1,5.8
2,3,1,1.4
1.7,11,2,6.6
1.7,9,4,3
1.7,46,3,5.6
1.1,8,0,2.9
2,19,1,2.9
4,3,0,3
4,13,4,2.7
1.2,29,2,5.1
2,12,2,5.4
2.4,66,5,5.5
1.3,6,2,3.4
2,17,3,2
2,59,3,4.3
1.6,11,2,6.6
4,4,1,4.6
2.9,17,4,5.4
1.5,19,2,5.4
1.6,4,0,6.8
3.4,27,2,2.9
1.6,27,1,7.2
4,4,1,1.7
1.4,2,1,2
1.4,1,1,1.5
1.9,11,3,3.4
4.6,2,0,2.1
4.6,289,7,7.3
1.3,3,1,4.2
1.8,16,2,5.9
1.4,19,2,5.8
1.2,9,1,4.5
1.7,19,4,3.5
2.1,5,1,5.3
1.5,8,1,2.5
1.6,7,1,2.4
1,19,1,3.7
1.5,25,1,3.5
25,25,2,0.8
7,14,5,1.8
1.7,19,2,5.4
1.2,3,2,2.1
1.3,17,1,3.4
1.3,2,0,6.5
2.9,49,3,3.2
2.5,16,3,2.4
1.8,3,0,1.8
2.3,16,2,3.1
1.7,12,2,5.9
1.4,16,2,3.1
3,12,2,4.3
1.4,6,3,2.2
2.3,4,2,2.9
2.3,3,1,5.3
1.4,24,2,6.2
1.2,7,1,1.4
2.7,7,1,3.8
3.3,10,3,2.2
1.2,10,2,3.3
1.1,169,1,6.6
1.1,11,2,2.9
1.2,37,2,5.2
1,42,0,4.6
1.3,29,2,5.2
1.8,25,1,7.2
1.2,33,2,5.1
1.8,9,2,4.5
1.7,11,1,2.6
2,18,3,2.6
2.3,3,1,2.2
1.7,7,1,4.3
1.7,3,1,1.4
1.9,3,1,2.3
1.9,10,2,1.9
3.5,38,5,2.9
1.9,17,2,4.5
1.5,23,2,6.2
1.5,12,2,3.6
1.5,10,3,5.6
1.2,20,2,4.8
1.2,4,0,2
1.6,30,2,5.4
2.5,20,2,4
1.9,15,2,3.9
2.3,16,2,3.9
1.5,9,1,5.4
1.5,12,2,4.4
1.3,9,0,3.9
3.5,15,7,5.4
1.9,25,1,7.2
1.1,5,0,2
1.1,7,0,3.8
2,14,2,2.1
2,69,2,5.3
1.5,3,2,2.1
2.2,11,1,3.8
2.5,24,2,2
2.5,4,1,4.3
1.4,19,1,6.8
1.4,3,0,4.9
1.1,14,0,4.7
1.5,12,1,4.3
1.6,16,1,2.8
1.7,15,2,3.8
1.1,66,1,5.3
2,10,2,4
2.1,14,3,3.3
2.1,4,2,4.3
2.1,8,1,6.9
1.5,107,3,5
1.5,31,1,3.7
1.5,5,0,2.5
2.3,44,1,4
2.5,10,2,2.7
2.5,35,1,6.2
1.8,7,3,2.7
5,5,2,4.1
2.3,37,3,3.6
1.5,17,1,7
3.8,38,2,4.4
2.1,49,3,7.3
2.1,8,0,4
2.1,4,2,4.1
3.2,10,3,3.4
3.2,6,1,2.6
1.4,6,0,8.5
1.2,16,0,3.5
1.2,8,2,2.8
3.4,41,4,2.4
3.4,0,0,1.5
1.6,40,1,6.5
1.6,12,5,4.3
2,10,1,4.9
1.8,40,3,5.3
1.2,13,1,5.1
1.2,3,1,1.9
2.6,3,0,4.2
2.6,20,2,5.7
2.6,3,1,2.9
1.1,9,0,5
1.1,12,1,4.5
3,3,1,2.4
2,6,2,4.1
1.6,12,2,4.4
1.4,11,2,5.3
1.4,4,1,6.6
1,8,0,1.8
1.5,2,2,1.5
1.5,7,2,2.4
2.2,14,4,1.9
9,9,3,2.1
1.9,15,2,2.8
1.5,2,3,1.9
4.5,9,4,4.2
1.9,68,3,3.4
2,2,2,1.5
4.3,26,5,4.3
1.7,3,0,4
3.3,40,3,3.2
1,23,0,4.9
5,15,4,1.8
1.4,3,2,1.2
4.2,1,0,1.5
4.2,20,3,2.5
1.2,8,0,3.8
4.3,13,4,1.8
1.6,4,1,1.8
1.6,3,1,4.2
3.8,1,0,3.7
3.8,8,1,6.8
3.8,21,3,4.1
4.2,17,2,1.9
2,66,3,3.9
2.5,8,1,1.9
2.5,7,1,1.8
4,4,4,1.5
1.5,18,1,3.1
3.2,8,1,1.9
3.2,11,4,4.2
1.2,72,2,5.8
1.8,8,1,1.9
3.5,7,1,5.7
5.6,45,5,4.4
3.8,78,4,4.2
3.8,15,6,2.1
1.9,6,1,5
1.9,2,0,5.4
1.9,23,1,5.1
1,27,0,5.1
1.4,14,2,4.5
1.4,4,0,1.9
1.5,8,3,3.5
1.5,7,0,3.9
1.5,12,3,3
1.5,42,8,4.6
1.9,15,1,2.2
3.1,22,2,4.3
1.3,19,2,5
1.3,6,2,4.7
13,13,5,2.1
1.9,13,3,4.4
1.8,68,2,5.3
1.8,15,0,5.7
1,149,1,6.2
2.6,13,1,4.3
3,11,4,1.9
1.7,38,2,3.7
1.4,0,0,1.3
1.4,21,1,3.1
2,9,1,0.9
3,5,3,2
2.2,18,4,3.8
1.6,13,3,3.2
1.1,7,2,3.1
2.8,2,0,4.2
2.8,12,4,2.1
2.4,36,4,3.5
2.4,4,0,3.4
3.8,9,1,2.1
3.8,6,3,2.1
5,20,4,1.5
2.2,29,1,3.4
2,6,3,4.5
1.1,3,1,1.6
2.3,39,4,3
2.3,32,3,3
1.6,18,2,2.6
1.4,13,3,3.3
1.3,6,0,3.6
1.6,7,1,6.6
1.6,5,1,4.1
4.3,30,5,1.9
1.6,22,1,6.2
3.3,36,4,4.7
3.5,7,4,1.8
2.7,16,3,3.4
1.2,27,1,6.7
1,87,0,6.5
1,160,0,6.4
2.1,11,4,2.1
1.1,24,0,4.4
1.9,3,0,6.5
1.3,10,0,3
1.3,19,2,6
1.6,16,2,6.1
1.3,28,2,6.2
1.3,21,2,6.1
1.2,17,2,3
1.6,14,2,5.8
1,46,0,6.8
1.5,15,2,5.9
6,6,3,1.2
1.7,18,2,5.9
1.7,16,3,3.6
1.3,22,2,5.6
2.2,1,0,1.2
2.2,10,2,3.6
1.5,16,2,5.9
2.1,5,0,1.8
2.1,5,0,3
2.1,13,7,4.1
1.6,15,2,5.7
1.5,2,2,2.1
1.5,20,2,5.9
2.1,10,1,6.4
2.1,6,0,7.5
2.1,45,2,4.3
2.1,99,5,5.8
1.6,14,2,5.7
1.7,14,2,5.5
1.4,19,2,5.6
25,25,6,1.4
1.5,17,2,6.1
2.1,47,5,4.1
1.7,12,2,5.5
1.6,14,2,5.5
1.3,36,2,5.7
1.3,5,0,6
7,7,4,2.1
1.8,16,1,2.5
2.6,13,6,4.5
1.5,101,1,7.7
1,36,0,10.1
1.6,4,1,3.4
1.6,14,3,4.9
1.6,18,1,7.2
1.3,27,1,4.3
1.1,16,2,5.5
1.9,21,2,2.7
13,13,3,1
4,4,1,1
1.2,14,2,3.4
1.2,23,0,6.3
1.8,12,3,2.8
1.4,10,1,0.7
1.4,3,1,1.4
2.2,61,3,5.6
2.1,19,2,4.4
1.2,47,2,5.4
1.5,23,3,3.2
1.5,9,0,6.4
1.5,6,0,5.1
2.3,1,0,5.1
2.3,43,5,7.5
1.5,34,2,5.6
1.6,5,0,1.9
1.6,3,0,2.3
1.2,5,2,2.9
5,10,5,1.9
3.5,2,0,4.5
3.5,56,5,4.1
1.1,5,0,1.9
2.6,1,1,1.4
2.6,25,3,2.8
2.1,10,1,5.2
2.1,19,1,3.8
1.3,0,0,0.7
5,5,3,2.1
2.1,19,3,3.1
