"McCC","WMC","NL","scores_ANN"
1.1,9,1,3.4
1.3,1,0,3.8
1.3,13,1,4
1,2,0,5.2
1.5,0,0,5.5
1,4,0,3.9
1.1,15,1,4.1
1.1,1,0,3.4
1.1,3,0,2
1.1,33,1,6.3
1.5,9,2,4
4,4,2,4.7
3,3,2,1.7
1.4,4,0,2.5
1.4,103,1,5.9
1.3,8,1,2.5
1.9,20,2,6.7
1.9,0,0,5.5
1.5,6,2,2.7
1.2,6,1,2.3
3.3,8,1,3.8
3.3,2,0,4.2
3.3,10,2,3.9
3.2,1,0,4
3.2,4,1,2.8
1.5,3,1,1.5
1,3,0,2.5
2,4,1,2
2.3,7,3,2.6
1.8,1,0,4
1.8,2,0,5.8
1.8,4,3,2.6
1.3,12,0,5.7
1.3,4,1,2.2
1.3,6,2,4.8
1.1,15,0,2.6
6.2,31,4,2.3
1.1,5,1,4.8
1.1,6,0,3.9
1.2,28,1,5.1
1,2,0,4.7
1.5,3,1,1.7
4.6,2,0,3.3
4.6,76,4,2.9
1.9,17,3,2
1.1,26,2,3.7
5.5,33,6,2
1,4,0,2.5
2.4,37,3,5.3
2.4,1,0,3.9
2.4,6,2,4.8
1.8,2,0,2.4
1.8,9,1,4
1.2,33,1,5.3
1.5,5,1,2.8
1.5,5,4,2.7
1.5,14,3,5.3
1.5,20,0,6.5
1.5,26,4,5.1
1.5,5,0,3.2
1.9,13,2,4
2.6,98,4,5
5,23,3,1.2
1.2,14,2,2.5
1,141,1,5.5
1.1,13,1,4.4
1.1,4,0,4.5
1.1,22,1,4.9
1.5,59,2,4.2
1,4,0,4.8
1,14,0,4.5
1.6,3,1,3
1.6,5,2,3.6
1.1,6,0,2.3
1.1,2,1,2.7
1.8,60,2,4.7
1,6,0,2.3
5,5,2,1.4
1.2,7,1,2.4
1.5,6,2,4.1
1.5,2,1,0.7
3.5,3,0,2.2
3.5,22,6,6.8
3.5,3,1,2.5
12,0,0,2
12,24,2,3.2
1,21,0,4.1
3.7,1,0,4.2
3.7,0,0,2.7
3.7,47,3,4.5
2.8,131,4,4.9
1,5,0,4.7
1,6,0,2.9
1.2,22,3,3.3
1.2,3,0,2.5
1.2,15,0,3.9
1.2,4,2,2.3
1.2,0,0,0.6
1.2,5,1,3.4
1.1,70,1,5.5
1,30,0,4.5
2.9,185,4,5.1
1.7,0,0,1.8
1.7,2,0,4.1
1.7,25,2,8.3
1.7,0,0,1.6
1,3,0,4.7
5.8,121,5,2.1
3,0,0,0.6
1.4,8,1,1.8
1.4,3,0,3.6
1.4,3,0,3.2
4.4,40,4,1.6
2.8,57,2,3.7
2,8,2,4.5
1.3,1,0,4.2
1.3,8,0,4.1
1.3,18,2,4
1.5,6,1,4
1.1,71,2,5.1
1.1,8,1,3.9
1.1,4,0,1.5
1.1,5,1,3.4
2,2,1,1.3
1.3,4,1,2.7
1.2,29,1,4.4
1.2,6,1,5.1
1.6,7,1,4
3,9,2,2.1
1.5,3,1,1.6
2,6,2,2.7
1.7,5,1,2.1
3,12,2,4
1.4,1,0,1.6
1.4,29,2,4.4
2.5,15,1,3.6
2.5,13,3,3.6
2.5,4,1,2.7
1.4,10,1,2.8
1.4,1,0,0.2
1.6,11,1,2.4
2,4,1,1.6
2,4,2,1.6
1.2,2,1,1.4
1.2,3,0,0.4
1.5,2,1,1.4
1.5,1,0,1.2
3.2,51,3,4.1
2.5,10,2,4.9
2.2,13,2,1.9
1,0,0,1.5
2,4,1,3.4
1.9,13,2,4.5
1.9,18,3,1.7
1.4,3,0,2.6
1.4,3,0,4.5
1.4,1,0,3.6
1.4,10,1,5.3
1.4,2,1,4.2
1.5,3,1,3.4
2,10,1,1.8
1.5,9,1,2.5
1.2,28,2,5
3,9,2,0.4
2.4,12,2,1.8
1,4,0,4.1
1.4,13,1,2.8
1.1,8,1,2.7
1.3,12,1,2.8
1.2,31,9,4
1.2,3,1,4.3
1.2,118,1,6.3
1.1,5,0,7.8
1,8,1,2.9
1.2,1,0,1.9
1.2,19,2,3.2
3,3,2,2.6
2.1,15,2,2
1.7,43,1,6.2
1.7,2,1,2.7
1.7,1,0,4
1.7,3,0,3.3
1.2,2,0,1.7
1.1,231,2,6.2
1.1,17,2,3.8
1.5,2,1,2
4.8,43,3,1.6
3.1,25,4,2.7
3,18,3,3.1
2.4,22,1,2.1
1,10,0,3.9
1.7,5,1,2.5
2,4,1,1.3
1.8,10,4,3.7
1,3,0,4.2
1,50,1,4.2
1.3,4,1,2.8
1.1,63,2,6.2
1.1,49,2,5.6
2.1,0,0,1.2
1.1,6,1,2.5
1.1,7,0,6.2
1.1,206,1,6.6
2.7,15,2,4.2
2.7,20,3,5
1.6,11,1,3.6
1.5,9,2,3.4
1.8,9,2,2.6
1,3,0,3.6
1,27,1,4.4
1.4,15,1,3.4
2.1,10,1,1.8
2.1,4,2,2.1
1.1,99,2,6.7
2,3,1,2.1
2,1,0,1.5
1.3,1,0,3.7
1.3,1,0,2.2
2,2,1,4.1
1.8,13,3,5
1.8,0,0,3.4
1.8,0,0,0.9
2.1,16,2,4.6
2.1,9,5,2.1
1.3,15,1,3
2.2,3,0,2.3
2.2,6,2,2.1
1.5,46,2,5.3
1.5,16,2,2
1,14,0,5.3
2.6,6,1,2.5
2.2,8,3,2.5
2.2,1,0,2
1.3,4,0,2
2.4,39,4,4.5
1.2,10,1,2.5
2.7,1,0,2.8
2.7,2,1,2.9
2.7,5,2,3.6
1.3,8,2,3
1.2,5,0,2.2
4.2,38,4,3.4
1.3,16,1,6.7
1.3,0,0,2.7
1.6,16,5,2.1
1.6,2,1,1.2
3.3,10,3,2.5
1.5,89,1,4.4
1.5,148,5,5.1
1.1,26,2,4.4
1.5,1,0,2.7
1.5,15,3,2.2
3,3,1,1.2
2.5,5,2,2.3
1.1,12,1,3.6
1.1,21,0,3.6
1.6,8,1,2.4
2.8,2,0,4.1
2.8,8,3,3.9
1,1,0,3.7
1.7,10,1,3.5
1.1,13,1,3.7
1.3,9,1,1.7
1,0,0,1
7.6,186,10,5
1.3,4,1,2.6
3.2,50,3,5.2
3.2,10,0,3.6
1.3,37,2,5.2
4,8,3,3.2
1.4,13,1,3.3
1,2,0,4.4
2.3,23,2,3.6
1.1,14,0,5.3
1.1,2,0,0.7
1.2,40,2,5.3
5,20,3,1.5
4.7,71,3,3.5
1.8,0,0,1.8
1.8,3,0,4.6
1.8,9,1,6.5
1.8,9,3,2.4
1.8,5,1,3.2
1.8,1,0,5.2
1.8,27,1,4.9
2.6,182,3,5.3
1.7,17,2,3.5
1.7,39,3,4.5
1.2,5,1,1.7
1,3,0,1.8
4,4,2,1.8
4.8,23,3,4.8
4.8,1,0,2.5
1.3,2,0,1.2
1.2,13,1,3.7
6,6,2,1.8
1.3,7,2,4.8
5,5,2,1.8
1.7,5,2,3.5
1.3,4,1,3.5
1.2,4,1,3.5
1.2,15,1,3.2
1.7,264,3,5.4
1.3,1,0,3.6
1.3,7,1,3.5
1.3,4,0,5
1.2,42,2,5.3
1,10,0,3.7
1.3,12,1,3.9
1,3,0,4.4
1,3,0,4.3
2,6,1,1.4
1,2,0,2.5
1.2,6,1,3.3
1.4,44,3,4.1
1.2,4,2,2.7
2.1,21,2,2.4
3.6,64,3,3.9
2,1,0,3.9
2,9,2,2.5
1,11,0,4.4
1.2,3,0,3.1
1.2,2,0,3.8
4,12,3,5.4
1.7,10,1,5.4
2,12,2,1.7
1.9,8,1,1.8
1.9,15,4,2.5
1.3,4,0,2.2
1.3,13,1,2.9
1.3,6,0,4.3
1.7,12,2,5.7
1.2,6,0,1.8
2.4,17,4,2.7
1,4,0,3
2,1,0,5.8
2,21,3,5.1
4.6,119,4,4.2
1.6,39,1,4.3
1.8,14,2,5.7
3,3,2,1.4
4.6,1,0,2.8
4.6,104,5,5
4.6,6,1,4.9
1.1,10,0,3.4
1,5,1,3.1
1.4,76,2,5.2
2.7,16,4,1.5
1.3,13,2,4.5
1.3,3,0,3.4
1.1,54,2,5.6
1.5,9,2,2.6
2.5,46,2,6.4
2.5,14,3,4.8
1,2,0,3.6
1.2,15,1,4.9
4,12,3,2.6
2,2,0,4
2,20,3,4.2
2,8,1,5.3
1.5,14,2,2.9
2,6,2,2.6
5.6,28,2,0.6
2,7,2,4.5
2.9,41,3,5.5
1.3,22,2,3.5
2,11,4,4.3
8.5,16,5,6.3
8.5,1,0,3.9
1.4,97,3,4.7
2.3,7,1,2
1,11,0,4.8
2.4,3,1,2.7
2.4,1,0,2.5
1.5,9,0,5.3
3.2,158,6,4.3
3,4,1,6.3
1.3,8,1,3.5
1.2,35,2,4
1.3,64,1,4.8
3,6,2,3.3
11,11,3,6.3
2.5,25,10,5.6
2,2,0,0.3
1.5,1,0,3.5
1.5,84,6,5.6
1,4,0,4.3
1,1,0,0.3
1.6,38,2,4.6
3,3,1,6.3
1.5,3,1,0.8
1.9,12,2,5.4
1.2,2,0,2
1.2,3,1,2.7
1.2,1,0,6.3
2.1,23,4,2.8
2.1,21,1,4.1
1.6,25,1,3.4
1.5,5,3,6
1.5,4,0,2.8
1.5,9,2,4.4
1.5,3,0,1.9
1.4,2,0,4
1.4,3,1,4.8
1.4,12,1,2.8
4.2,38,2,3.3
2,24,2,3.5
1.4,13,2,3
1.2,10,1,2.8
1.4,7,1,5
7.4,37,8,4.4
1,1,0,6.3
1,3,0,4.9
4.5,9,2,4.3
1.5,6,1,4.7
4,16,6,4.3
4,0,0,3.4
1.4,10,2,5.8
2.5,21,1,4.1
2.5,2,0,3.9
2.5,34,4,4
1.2,12,1,2.9
1,6,1,4.4
1.1,10,0,2.9
2,17,5,1.7
2,11,1,5.8
2,13,1,2.9
2.4,28,3,4.1
2.4,60,3,6.3
2.4,0,0,1.8
2.4,11,1,5
1,3,0,1
1,4,0,1.1
3.8,4,0,4.6
3.8,15,10,6.3
1.2,6,1,3.8
1,4,0,5.6
1.6,2,0,3.9
1.6,31,4,3.6
2.3,9,2,5.5
1.3,19,1,3.9
1.2,15,1,4.2
1,1,0,4.5
1,11,0,5.8
1.5,1,0,4.5
1.5,8,1,1.5
1.9,19,5,8.4
6.6,93,3,5.7
1.7,5,1,1.8
1.5,12,2,4.6
1.7,0,0,1.3
1.1,7,1,3.6
1.1,1,0,6.3
1.8,3,1,4
1.8,4,1,1.7
1.2,12,1,2.4
1.2,43,2,5.9
1.3,39,2,6.2
8.2,0,0,2.1
8.2,90,7,5.1
8.2,0,0,2.7
1.5,1,0,4
1.1,2,0,2
1.1,22,1,4.6
1.1,6,0,2.4
4,1,0,6.3
1.5,18,1,2.4
2.2,9,2,2.5
1.2,6,1,3.5
1.6,17,2,5.7
2.9,1,0,2.7
2.9,19,5,4.4
1.4,17,1,2.4
1.7,5,2,5.4
3.8,49,5,4.4
2.2,55,2,4.5
3.5,28,4,2.1
2,6,2,5.5
1.8,7,2,5.5
2.1,9,0,2.8
2.1,13,5,6.3
2.1,14,2,4.9
2.1,1,0,2.7
1,12,0,3.1
1,2,0,5.5
1.2,8,1,5.3
2.2,13,2,2.9
1.5,3,1,6.1
1.5,8,1,2.1
1,2,0,6.1
1.7,10,1,2.2
1,2,0,5.4
1.2,11,1,3.8
1.2,0,0,0.9
1.2,2,0,3.1
3.6,20,2,5.6
3.6,87,2,4
3.1,46,3,3
1.2,14,2,5.8
1.3,8,1,2.9
1.2,10,1,2
3,15,3,5.6
2,12,2,4.7
4.1,33,2,1.6
1.2,5,0,4.8
5.2,41,7,4.5
5.2,1,0,2
1.7,3,0,4.6
1.7,9,3,4.4
1.7,8,1,5.4
5.1,56,5,3.5
2,38,2,4
2,6,1,2.5
2,1,0,3.1
2,27,1,3.8
2,41,7,4.5
1,5,0,4.8
5.2,42,7,4.5
1.5,2,1,5
1.6,9,1,3.5
1.6,5,1,4.4
5.4,5,2,5.4
5.4,38,7,4.5
3.1,27,6,2.1
3.1,4,0,4.8
1.3,5,2,3.6
1.3,13,0,4.6
1.3,1,0,2.6
6.1,43,7,4.5
4,4,4,0.7
3.3,1,0,1.4
3.3,19,2,3.3
1.4,7,2,2.4
2,18,2,4.6
2,14,4,2.5
1.2,5,1,0.6
1.2,4,0,3.7
1.4,29,3,5.9
1.4,11,1,3.8
1.6,2,1,1.4
1.6,6,1,1.7
5,29,4,2.5
2.5,5,2,2.2
3.4,67,5,4
1.9,5,2,2.2
1.9,12,2,6.3
1.1,3,0,2.3
1.1,72,2,6.3
1,0,0,0.7
3,6,2,2.2
2,4,1,1.8
1.2,11,1,4.2
1.1,56,2,6.2
1.9,1,0,3.6
1.9,1,0,2.6
1.9,1,0,1.8
1.9,87,2,7.1
1,3,0,5.9
1.8,50,2,4.3
1,2,0,4.6
1,6,0,4.7
3,0,0,3.4
3,3,2,2.9
1.4,7,1,4.2
1,1,0,2.2
2,12,3,5.6
1.2,0,0,1.1
1.2,7,1,5.3
1.2,15,1,6.7
2,4,1,2.8
5,5,4,1.9
2.3,21,2,2.1
1.2,6,1,2.8
1.2,1,0,3
1.7,5,1,2.7
1,6,0,4.9
3,3,1,1.5
2.5,1,0,0.8
2.5,19,3,4
1.4,13,1,3.5
2.3,7,2,4.2
1,5,0,3.2
1.1,49,2,5.5
1.4,57,2,5.5
1.9,15,2,1.8
1.8,31,5,4.2
1.8,141,2,6.1
1.2,5,1,4.3
2,4,1,4.1
3.8,15,2,4.2
1.8,22,3,3.9
3.4,74,1,5
1.5,37,2,5.1
3,12,3,4.3
2.8,3,0,2.9
2.8,17,2,4.4
1.9,15,2,2
1.8,24,3,3.9
2.5,5,2,5.1
1,20,0,5.1
2.6,8,1,5.3
2.6,15,1,2.9
5,5,4,0.7
2,6,1,2.3
1.8,7,2,3.3
1.1,10,0,3.5
10,90,11,3.5
1.5,2,1,3.4
1.3,16,1,5.5
1.2,11,1,3.5
1,4,0,4.4
2.3,7,1,2.6
1,8,0,4
1.1,59,2,5.7
1.4,75,2,5.7
1.1,8,1,3.7
1,6,0,3.4
1.9,67,4,4.2
1,19,0,4.9
1,3,0,5.5
5.2,67,5,4.5
1.7,5,1,4.6
3,0,0,3.9
3,6,2,3.5
2,4,1,3.5
1.2,1,0,5.7
1.2,46,0,7.6
1.9,1,0,1.6
1.9,3,0,3.3
2,8,1,1.9
1.2,2,0,3.9
3.4,24,4,2.3
1.3,4,1,5.2
6,3,0,1.4
6,5,0,2.5
1,1,0,2.9
1.9,21,1,2.2
3.5,7,1,2
1.4,27,1,4.6
1.1,23,1,4.2
2.5,10,3,1.7
2,10,4,6.7
1.4,123,2,6.1
1,14,0,3.3
2.5,13,2,2.7
1.7,2,0,4.3
1.7,3,0,6.1
1.7,18,4,5.4
1.7,9,1,2.9
1.7,36,1,4.8
1.8,5,2,4.3
1.8,4,1,4.3
1,1,1,1.6
3,12,3,2.7
1.2,40,2,4
3,5,0,2.7
3,34,5,4.3
1.8,11,1,4
1.2,11,0,4.7
1.2,4,3,4.2
3,6,2,2.6
2.5,10,3,4.1
1.4,4,0,2.6
1.4,57,1,5.3
2.2,9,1,1.7
1.4,13,1,3.6
1.5,6,0,3.2
1.4,11,1,2.8
2,1,0,5.2
2,3,1,0.1
2,1,0,2
1.3,2,0,2.9
1.3,42,1,5
1,53,1,4.5
2.3,7,2,2.6
3,9,2,2.4
2,0,0,3.4
2,4,1,4.5
2.7,22,1,5.2
2.7,2,0,3.9
2.3,7,1,1.4
1.8,37,1,4.1
1.3,24,1,4.6
1,2,0,4.9
4.7,28,3,1.3
5,2,1,2
5,18,4,1.2
1.2,14,1,4.5
9,2,1,2
9,43,3,1.2
1.8,7,2,2.8
1.5,3,2,2.3
4,12,2,1.2
1,8,0,3.2
3.5,38,4,1.7
1.8,14,2,3.2
2.7,16,3,1.6
1.3,3,1,5.6
1.3,14,1,3.5
4.5,27,4,3.3
2.4,137,3,4.2
2.4,24,1,4.6
3.5,14,3,1.5
3.7,11,3,1.4
2,2,1,3.9
4,8,3,1.2
3,6,1,3
1.3,8,1,2.7
1,13,0,3.3
1.3,2,0,2.3
1.3,2,1,3.9
1,3,0,1.5
1.6,15,3,4.8
1.6,2,1,2.5
1.1,8,0,4.1
4,4,3,0.7
1,15,0,3.4
1.4,2,0,4.6
1.4,8,1,4.9
1.4,18,2,3.8
3.3,82,3,6.5
1,5,0,3.1
1.1,9,1,4.1
1,12,0,3.9
1.3,24,2,6.3
1.5,9,1,3.7
1.5,12,2,3.1
2.5,1,0,3.8
2.5,3,0,3.3
2.5,2,0,2.8
2.5,2,0,2
2.5,1,0,1.9
3.9,27,5,2.2
3.7,11,2,4.1
1,1,0,4.6
1.8,20,4,5.2
5.2,57,9,4.6
1.8,53,3,4.5
1.4,33,1,4.8
1.4,28,1,5.2
1.4,3,0,2.7
1.6,14,2,2.9
2.6,1,0,4
2.6,4,0,4.7
2.6,0,0,1.8
2.6,8,2,4.8
2.6,71,6,6
1.4,65,2,5.3
1.4,22,2,4.5
1.6,29,2,4.7
1.6,2,0,3.1
1.6,3,0,3.4
1.6,16,3,5.3
1,11,0,3.6
1.8,37,4,4
1.7,33,2,4
1.1,3,1,1.7
1.1,1,0,1.6
1.5,9,1,2.9
1.7,12,2,3
1.4,23,2,4.8
2.8,0,0,1.2
2.8,17,3,3
1.7,5,2,2.4
1,39,0,4.7
1,3,1,2.5
1.7,5,2,3.7
1.1,18,1,4.9
2.4,22,1,5.1
1.4,5,1,3.1
1.4,1,0,2.3
1.3,20,2,6.4
1.3,4,1,4.6
4,4,3,1.9
1.2,21,1,4.5
1,7,0,2.5
1.4,8,1,5.1
1.4,49,2,5.1
1,8,0,4.1
1.3,21,2,6.4
1.1,67,2,6.3
1.2,0,0,1.2
1.2,21,1,4.7
1.5,15,1,5.2
1.8,16,1,4.7
1.1,15,1,4.8
1.1,0,0,2
1.3,92,3,4.8
1.3,1,0,0.7
1.1,10,1,5.1
1.6,8,2,3.9
10,10,3,0.8
1,1,1,2.5
1.1,5,1,2.5
1.1,10,0,4.7
1.2,0,0,2
3.5,7,3,1.7
1.2,26,1,3
2.2,116,3,4.5
1.3,4,1,3.2
1,4,0,4.5
3.3,23,3,2.9
1.2,16,2,4.2
2,10,4,2.9
1.1,8,1,4.7
1.2,7,0,4.8
1.2,9,1,5
1.2,1,0,2.6
1.2,28,2,7.8
1.2,3,0,8
1.3,2,0,2.2
1.2,138,3,4.2
1.1,11,1,3.4
1.8,14,2,3.6
9,18,9,2
1.7,8,1,4.2
1.7,10,1,5.1
2,87,3,4.8
2,50,5,7.8
2,1,0,3.4
2,2,0,6.2
2.5,3,0,4.1
2.5,24,5,4.9
2.2,9,1,2.1
1,15,1,4.7
2.2,11,4,3
1.7,12,1,5.1
1.7,7,0,5.2
1.7,4,0,4.3
1.7,6,1,2.6
1.4,13,1,2.6
2.9,26,4,1.9
1.3,16,2,4.8
2.3,7,2,2.3
1.5,3,1,2.4
2.3,5,0,3.6
2.3,2,0,2.3
1.6,9,2,2.6
1.6,9,2,1.5
5,20,2,5
1.2,41,2,5.3
1,13,0,6.2
1.5,3,0,2.2
3.8,19,3,2.3
2.3,2,1,2.3
2.3,12,2,3.5
1.9,7,1,3.4
1.9,12,2,6.7
1.9,1,0,4.2
1.9,9,1,5
1.4,39,3,3.9
3.4,24,7,2.7
3.4,2,0,2
2,8,1,1.7
1.4,14,1,4.9
1.5,3,0,4.5
1.5,5,1,5.9
1.5,4,3,3.8
1.2,0,0,2.9
1.2,3,0,4.6
1.2,2,1,2.3
9,9,5,1.9
1.2,43,2,5.3
5.4,27,1,3
2,18,1,3.2
2.3,7,3,4.3
1.4,10,2,3.2
1.1,8,0,2.5
1.1,2,0,2.9
1.4,7,0,3.9
1.4,3,0,8.8
1.4,3,1,6
1.4,4,1,3
1,6,0,5.2
2.2,13,2,4.8
5,5,3,1.9
1,0,0,4.8
1.5,13,2,2.9
1,6,0,4.2
2.2,9,2,3
2.4,26,1,2.5
1.3,4,1,3.7
1.4,37,2,5.1
1.5,6,1,4.5
2,6,2,4.3
5,184,5,4.4
2.4,0,0,2.1
2.4,28,5,6.1
2.4,3,0,4.9
2,5,1,4.3
1,17,0,4.8
1,3,0,2.9
1.2,6,1,3.2
1.2,14,0,3.2
1.6,24,2,4.8
1.5,7,1,3.7
1.5,1,0,3.6
1.5,10,1,4
1,9,0,4.5
1,0,0,1.9
1,4,0,4.9
1,2,0,4.8
1.6,17,1,6.6
1.6,5,0,3.4
1.6,13,1,5.4
1.2,6,1,3.7
1,6,0,1.3
1,3,0,3.4
2.2,11,2,3.5
3,6,2,1.9
3,28,4,2.8
1.2,5,1,2.5
1.5,2,1,4.7
1.5,1,0,4.2
1.3,11,1,4
1.3,7,1,5.1
1.3,11,2,7.1
1.2,30,2,5.9
1.4,7,1,1.8
2.7,34,3,4.7
1.2,1,0,4.9
1.2,19,1,6.3
1.2,0,0,3.5
1.4,8,0,4.2
1.4,17,4,4.2
1.4,14,1,2.6
1.4,8,1,4.8
1.4,17,2,3.7
1.6,21,2,4.7
1.1,20,0,6.1
1.1,9,2,5.5
1.1,3,0,5.9
1.2,1,0,4.1
1.2,10,1,5.3
2,4,1,2.6
1.7,5,1,3
1,12,0,4.1
1,12,0,6.1
1.3,15,1,4.9
1.3,4,0,6.3
1.2,1,0,4.3
1.2,2,0,4.7
1.2,9,1,4.9
1,5,0,1.7
1.5,2,1,1.5
1.5,4,1,3.3
1.2,45,2,5.5
1,2,1,1.4
15,15,6,1.9
1.9,204,9,7.2
1.9,7,1,4.6
1.9,8,0,4.1
1.9,10,0,4.6
1.9,2,0,3.6
1.3,17,1,3.8
1.3,15,2,3.4
1.3,1,0,2.8
1.2,70,2,5.8
2,16,2,4.6
1,6,0,4.8
2,2,1,3.6
6,6,4,1.9
1.3,1,0,5.5
1.3,1,0,4.1
1.3,3,0,5.9
1.3,211,6,6.6
2,4,1,1.7
2.3,3,0,4.2
2.3,15,3,2.8
2.3,3,0,3
3,3,1,3.4
8.1,97,18,3.7
21,21,6,1.9
4,16,5,2.1
1.3,6,1,3.5
1.8,3,0,3
1.5,2,0,1.7
2.2,34,2,4.9
2.2,4,2,3.9
1.9,2,0,3.1
10,20,3,1.8
2.1,29,3,5.4
1.2,2,0,5.8
1.2,3,0,4.5
1.2,6,1,4.8
1,3,2,5.5
2.4,22,5,2.8
2.3,16,4,2.4
2.3,9,0,3.5
2,2,0,1.7
3,3,0,1.7
1.8,31,3,3.9
1.8,5,0,2.9
2,4,1,1.5
2,82,3,4.3
2,3,1,3.4
2,9,1,2.9
1,3,0,6.4
1,6,0,5.1
2.7,8,2,5.4
1,1,0,5.4
2.2,26,7,6.2
8,8,2,3.4
1.1,11,0,3.7
1,3,0,8.7
1.6,13,1,5
1,9,0,3.3
1.1,32,2,4
1.2,6,1,3.9
3,6,1,1.7
1,9,0,3.9
1.2,24,2,4
1.7,5,3,1.2
1,4,0,2.6
1.6,6,1,1.4
1.3,62,1,5.3
2,8,1,4.9
1.7,12,1,2.4
1.4,1,0,0.7
1.4,16,1,4
1.2,4,1,2.6
1.2,13,1,3
1.2,0,0,2.7
9.3,187,7,3.3
3,1,0,2.5
3,44,7,4.6
1.3,41,2,3.1
1.2,3,0,0.8
2.7,35,3,4.5
2.5,5,3,1.2
1.5,1,0,1.9
1,3,0,6.1
1.4,7,1,3.8
1.3,66,2,5.6
2.5,10,2,1.9
2,23,3,4.4
2,3,0,2.2
1.9,54,2,5.2
2.5,28,1,4.4
1.8,7,0,2.7
1.8,23,1,4.4
6,121,8,4.4
6,0,0,1.2
4.4,70,3,4.6
2.9,35,3,4.5
1.8,1,0,2.6
1.8,1,0,4.7
1.8,55,2,5.2
4.3,13,3,4.6
1.4,2,1,1.3
1.4,2,0,3.9
1.4,15,2,3.4
1.4,31,0,7.2
2.5,20,1,2.8
2.9,52,4,6.4
2.9,0,0,1.8
2.9,12,1,3.2
1.2,6,0,4.6
1.2,6,2,3.2
1.2,9,1,3.3
3,177,4,4.7
1,13,0,5.9
6,18,4,2.8
1,1,0,4.7
3,3,1,3.3
1.4,1,0,4.7
1.4,18,3,3.2
1.4,26,2,6.5
1.5,11,2,2.7
1.5,1,0,2.1
1.3,3,0,2.2
1.3,6,1,1.2
1.1,2,0,4.9
1.1,6,1,6.1
1.8,1,0,1.9
1.8,19,1,3.1
1.3,64,2,5.6
1.1,37,1,5.1
6.8,27,6,3.8
1.2,4,1,4.6
1.1,28,1,4.3
2.5,5,1,2.4
1.2,8,1,6.5
1.2,2,0,6.2
1.4,10,2,2.1
1.2,5,1,4.7
3.8,38,2,5.6
1.4,2,0,2.7
1.4,8,1,2.9
1.4,130,3,4.2
1.7,10,1,3.4
1.5,9,1,3.2
1.1,10,1,3.6
1.8,9,2,4
2.2,11,3,4.5
1.4,101,1,5.3
1.2,26,1,3.7
4.7,7,0,5
4.7,73,5,2.7
1.3,5,0,2.3
1.3,2,0,5.3
1.3,2,1,5.4
1,2,0,2.1
1,9,0,4.1
2,2,1,3.4
1.3,4,2,2
1.3,0,0,3.4
1.3,8,1,4.3
1.3,5,0,4
3,4,2,1.3
3,2,1,1.9
2.2,11,1,2.4
1,9,0,6.8
2.1,33,4,4
2.1,31,0,7.2
1.6,4,1,2.4
3,11,3,4.6
3.9,27,3,3.2
1,2,0,1.4
1.1,2,0,5.7
1.1,9,0,7.2
1.1,2,1,4.1
1.4,85,1,3.9
2.1,2,0,3.2
2.1,2,0,4.2
2.1,1,0,3.9
2.1,11,3,4.3
1.5,26,2,5.1
1.3,12,2,3.4
1.2,20,1,4
1.2,3,1,4.4
1.2,3,0,5.2
1.2,1,0,2.7
3,7,0,3.8
3,17,10,3.9
2.3,7,1,2.5
1,8,0,3.7
2.7,35,1,3.3
1.8,9,2,1
1,10,0,4.2
1.1,97,2,6.5
4.2,46,6,4.3
1,2,1,2.6
2.2,26,3,5.1
1.5,19,2,4.9
2.4,15,3,2.3
2.4,5,3,1.5
4.6,209,5,7.3
4.6,0,0,1.8
4.6,4,1,4.6
4.6,2,0,4.9
5.8,45,9,5
5.8,1,0,2
1.3,33,3,2.9
2.6,18,1,2.6
1.7,5,1,3.3
1.4,30,2,3.1
1.4,0,0,2
13,13,8,1.9
1,8,0,4.3
1.6,14,2,2.6
2.4,19,1,2.9
1.1,2,1,1.9
1.1,3,0,4.8
3,30,9,3.2
1.2,5,1,5
2,6,1,2.2
1,9,0,2.3
1.2,59,2,3.8
2.5,5,1,1.7
2.5,5,1,1.9
1.2,10,1,4.1
1.4,7,1,2.5
1.7,40,1,4.8
1.7,3,0,5
1,3,0,4.8
1.1,8,0,3.5
1.4,6,0,5.2
1.7,22,2,3.7
1.7,7,1,2.2
1.3,8,1,4
1.8,3,0,4.5
1.3,33,2,5.1
1,11,0,2.7
1.2,6,1,4.9
1,70,1,5.2
2,7,1,4
2,0,0,1.8
2,47,3,2.9
1.2,10,2,1.6
1.1,11,1,3.5
1,0,0,4.5
1.1,16,1,4.9
1.3,3,1,0.8
2,3,1,6
2,7,0,5.5
2,26,4,1.8
2,1,0,4.7
2,5,1,3.9
1.4,23,2,4.2
1.4,2,0,3
1.3,0,0,4.5
2,54,3,5.4
1.2,29,1,3.8
2.4,12,1,4.7
1.2,6,1,2.9
2.3,5,1,3.9
2.3,44,3,3.5
11,11,9,1.9
1,2,0,0.2
2,51,7,4.5
2,0,0,1.5
1.6,3,0,6.1
1.6,1,0,5.3
1.6,12,1,7.7
1.6,14,2,4.5
1.8,29,3,2.8
1.1,21,1,3.1
3.5,2,1,1.9
3.5,122,4,5.2
3.7,41,5,2.8
1.4,6,1,4.4
3.6,8,2,1.5
3.6,8,2,4.3
3.6,6,0,5.2
3.6,145,3,5.6
1.1,8,1,4.2
1.3,67,2,5.6
2,2,1,5.3
1.4,3,0,0.3
1.4,13,2,3.2
1.6,0,0,4.5
1.6,39,2,3.4
1.3,8,1,5.6
