"NII","RFC","CBO","scores_ANN"
18,50,26,3.9
0,13,7,3.3
0,3,5,3.8
0,15,12,5.2
1,15,10,2
5,42,20,5.1
0,26,14,5.3
0,4,8,4.8
1,9,1,3.7
1,12,16,3.8
0,17,18,2.4
2,33,4,6.7
0,2,2,5.9
16,27,4,3.9
10,40,18,4.7
0,33,21,5.3
0,12,2,3.4
0,2,5,4.8
4,7,5,5
0,21,19,5.2
0,32,26,5.2
0,5,8,5.8
0,8,10,5
0,6,8,3.6
2,26,15,5.4
0,22,17,3.7
20,9,2,3.8
0,3,1,6
1,8,6,4.3
1,82,25,4.6
0,70,72,4.3
2,18,4,2.8
0,11,7,5.2
2,2,6,2.7
5,12,3,3.7
8,21,4,3.8
0,5,7,5.8
144,89,25,3.9
0,2,4,4.8
101,125,39,5.4
0,38,25,5.2
606,25,5,2.9
2,10,8,2.9
2,23,20,4.5
1,2,4,2.7
16,13,1,3.6
0,9,3,4.4
1,5,4,4.9
0,26,17,5.2
13,54,18,5.4
1,4,0,4.4
0,4,7,3.8
0,49,16,4.1
2,75,42,5.3
0,4,0,6.4
0,7,6,2.9
406,96,20,5.3
0,10,2,2.9
3,24,17,4.2
0,5,4,6.4
1,15,3,3.4
0,4,8,3.8
2,18,18,4.5
16,4,0,3
0,56,14,4.6
4,8,5,2.2
1,5,9,3.8
0,26,20,5.2
2,14,3,7.7
2,5,6,5.8
3,27,21,5
0,10,8,3.8
2,32,18,3.2
0,17,18,5.2
1,10,11,6
3,28,18,4.1
8,35,6,4
0,4,6,3
0,15,10,5.2
1,11,8,4.9
20,9,4,1.9
0,9,2,4
0,16,7,1.8
1,6,3,1.4
1,31,21,4.4
0,18,12,5.2
9,94,46,3.1
1,4,2,1.4
145,45,11,4.8
6,22,18,2.4
0,22,19,5.2
18,20,16,2.3
0,11,7,3.4
2,5,3,3.4
0,5,6,3.7
7,51,18,3.8
1,2,1,4.4
8,4,1,3.3
2,8,2,5.8
1,7,11,3.7
0,6,6,3.7
0,2,0,5.1
1,3,1,1.6
1,19,7,3
9,18,17,3.4
0,9,1,4
44,25,6,5.9
4,16,8,3.5
0,6,7,3.6
3,4,2,2.3
3,16,14,3.4
0,19,10,4.9
1,6,2,4.1
0,25,23,2.6
42,16,4,3.2
0,21,8,3
4,2,0,4.1
0,15,2,4.6
3,7,0,2.8
0,9,3,2.7
5,6,2,5
0,12,8,2.3
0,112,51,5.3
0,28,12,3.5
52,13,4,3.3
2,16,17,4.4
5,7,2,5
67,45,12,3.5
1,7,11,3.8
0,12,13,2.3
0,6,6,3.3
2,7,4,4.1
0,3,1,6.9
1,10,7,4.2
0,60,27,6.1
37,76,25,4.4
0,9,3,2.1
0,67,37,5.2
18,52,21,4.1
0,32,9,6.2
2,5,2,6.1
11,17,4,5.7
2,6,1,3.9
0,48,31,6.2
0,23,14,5.2
2,2,0,2.9
0,66,34,5.3
0,1,5,6.3
1,3,2,1.6
1,36,1,5.4
0,63,38,5.2
4,2,0,3
0,44,24,6.2
10,15,7,2.9
0,36,24,6.2
0,7,2,1.6
12,19,6,4.3
0,3,5,3.6
0,8,2,3.9
74,65,5,5.6
54,50,26,2.9
0,44,30,5.2
2,15,4,5.3
32,9,3,3.7
1,15,10,3.4
2,14,7,3.8
1,5,0,2.8
15,24,11,3.5
0,8,8,5.3
1,2,1,3.7
0,35,9,4.8
1,69,41,5.3
0,5,10,4.6
0,155,58,6.2
3,22,8,4.4
39,46,13,3.4
3,16,7,2.7
0,1,1,4.4
2,8,7,4.1
20,6,0,4.9
9,6,5,5
4,20,7,4.3
0,51,28,6.2
1,14,7,3.5
3,12,6,4.3
0,13,5,3.5
0,2,11,3.4
3,4,0,4.6
0,26,17,3.9
7,78,32,4.6
8,10,13,2.4
0,23,29,4.4
9,28,8,3.8
14,9,7,3.4
0,4,7,2.7
0,17,13,2.7
3,17,7,4.3
2,14,9,3.9
16,22,17,3.7
16,5,3,2.4
0,10,4,2.6
0,51,18,4.4
30,22,18,4.3
0,39,11,6.1
3,48,13,4.5
2,16,6,2.2
17,78,28,4
0,37,23,4.4
6,6,5,4.3
2,20,4,7.4
1,17,5,6
8,20,9,4.5
0,2,2,6
0,6,3,6.3
1,2,7,3.4
0,37,24,4.2
5,5,2,6
2,15,9,3.9
2,25,15,4.4
6,14,9,4.3
3,6,2,3.6
4,6,0,2.6
0,23,8,4.1
2,16,7,4.1
0,5,5,4.3
0,11,6,4.5
0,10,9,4.3
0,7,4,2.9
6,4,1,3.6
11,73,27,5
0,15,6,4.4
1,13,6,4.4
0,14,3,5.7
0,12,12,3.5
0,23,17,4.4
13,8,5,3.5
3,27,19,4.4
0,8,2,3.1
3,1,0,2.1
16,42,11,2.7
0,6,6,3.4
13,111,31,7.4
12,38,2,4.2
12,7,7,3.6
0,33,16,4.4
1,7,10,3.6
2,21,11,4
0,17,10,4.3
8,87,9,8.3
0,3,0,5.4
41,39,7,6.2
609,283,17,8.1
0,6,0,6.2
0,21,5,4.7
8,22,7,3.6
0,6,4,4.4
9,42,22,4.4
3,8,0,5.3
0,15,9,3.6
2,7,7,3.6
74,122,6,6.3
27,46,6,6.2
9,5,4,3.1
85,109,10,5.6
0,33,19,4.4
3,10,9,5.1
0,64,23,5.4
0,13,7,2
1,1,2,2.2
6,10,2,3
3,10,9,4.8
12,8,3,2.5
1,9,1,7.2
0,164,4,6.6
0,6,0,2.6
8,4,2,2.9
0,13,10,4.3
13,6,3,3.2
0,12,3,4.6
1,11,6,2
0,29,18,4.4
0,34,14,4.4
0,36,22,4.4
2,13,8,4.8
6,75,27,5.4
1,15,14,3.3
5,2,2,2.7
12,13,11,3.6
1,14,4,4
0,21,13,4.3
0,18,11,4.4
2,12,7,4.1
23,15,4,3.3
0,17,18,2.3
3,26,13,3.3
8,72,15,5.4
0,59,20,4.5
6,16,12,2.5
7,3,3,2.2
18,43,24,3.7
1,7,7,3.3
3,14,5,6.7
1,1,0,3
0,8,7,4.9
6,9,0,6.2
0,14,15,2.3
1,8,10,3.6
10,13,4,3
2,31,19,3.7
2,19,9,3
1,5,3,3.1
0,33,14,4.5
9,12,9,3.6
0,18,12,4.4
0,1,3,5.9
0,10,4,5.1
0,18,19,2.3
1,8,11,3.6
2,39,20,3.7
1,12,6,3.4
3,17,10,4.3
0,75,42,4.8
19,62,27,4.7
0,46,23,2.7
142,44,8,4.4
2,24,14,4.6
65,15,1,2.8
27,17,4,4.7
0,4,4,5.1
3,7,2,2.2
7,34,19,4.5
6,13,5,7
0,22,7,3.2
0,6,5,5.2
1,5,6,3.5
2,27,19,3.7
0,4,4,0.8
5,10,4,2.4
1,53,5,3.8
30,64,5,5.6
0,65,35,4
2,10,3,1.9
59,47,16,5
4,12,5,3.6
37,50,6,4.8
2,6,2,5
2,87,20,5.4
19,14,9,5.2
0,5,2,4.6
0,37,22,4.6
1,7,3,7.1
3,63,36,4.9
8,6,3,2.7
0,13,2,5
2,7,6,2.3
0,13,9,3.4
4,14,5,3.7
13,21,6,4
0,39,23,4.3
712,50,10,6.1
0,15,0,7.5
10,4,0,5.6
2,10,7,4.1
0,11,5,1.4
0,43,22,4.4
3,10,7,2.3
3,8,6,2.6
6,22,7,3.8
0,22,15,4
7,51,27,4.9
0,31,19,4.5
1,6,1,1.9
58,74,23,5.9
4,10,2,5.4
0,9,3,3.4
1,7,6,6.1
3,23,10,4.4
1,33,4,3.4
3,15,7,3.3
118,143,8,6
0,8,0,3.1
1,18,9,4
1,6,1,5.8
3,4,3,1.7
0,9,4,3.5
5,11,6,1.7
3,5,2,2.2
0,13,3,8.2
7,2,1,4.3
0,26,22,4.6
0,6,4,3.2
0,38,25,4.9
3,39,25,4.8
17,10,1,2.9
2,5,1,3.1
0,39,7,4
0,39,25,4.4
1,5,14,2.7
1,3,0,5.1
1,3,0,1.8
0,46,26,4.8
35,8,3,3.1
3,6,1,2.1
1,4,1,4.2
0,31,13,4.4
22,17,11,3.9
0,18,2,3.6
43,8,1,4.5
0,84,43,4.5
3,58,19,4.2
0,23,6,3.7
1,2,3,2.2
2,1,1,0.8
0,8,6,2
1,30,17,3.7
0,25,20,2.6
0,13,1,2.5
1,8,12,3.6
2,48,24,3.7
12,23,1,3.1
0,38,10,3.8
1,5,1,2.2
3,44,28,4.7
10,15,10,4.5
0,4,6,1.3
13,5,2,1.4
0,5,7,1.3
126,27,13,3.9
0,75,46,4.6
85,19,4,2.8
11,21,7,4.8
3,11,8,3.5
1,6,3,3.6
2,17,18,3.8
0,35,15,3.2
0,5,3,2.5
0,12,1,2.2
0,16,16,2.3
2,35,20,3.7
1,22,7,3.3
14,3,1,2
1,17,9,3.8
0,8,2,2.7
4,4,7,5.4
2,3,0,1.5
5,39,7,4.9
0,36,23,4.4
0,10,5,1.5
0,4,5,4.9
5,9,5,6.2
52,8,3,3.3
1,28,14,5.2
0,3,3,4.7
0,10,4,4.2
0,54,35,6.2
1,24,2,4.6
145,41,26,3.8
0,6,2,1.3
0,10,5,3.7
3,4,2,4.4
0,4,6,3.5
0,47,31,6.1
25,63,14,4.6
35,40,6,3.6
0,61,35,6.2
26,60,5,4
0,2,1,6.5
0,17,5,4.8
22,67,34,5
3,1,2,2.2
0,74,41,6.2
3,39,29,3.1
0,58,38,6.2
21,14,5,3
3,15,5,5.1
0,17,12,2.6
3,5,0,3.8
1,8,4,3.6
0,56,35,6.2
0,97,51,6.3
4,27,4,3.1
13,4,1,3.1
9,4,1,3.1
4,2,1,2.9
2,28,18,3
0,34,5,3.9
1,18,2,2.9
12,11,4,2.9
2,31,21,5.3
8,21,9,5.1
0,3,0,4.6
1,4,6,3
1,13,11,5.6
0,31,4,3.9
0,16,2,3.1
1,21,17,5.6
0,22,13,5.5
0,62,39,6.2
0,1,5,2.6
19,31,7,5.3
0,17,7,2.3
0,55,35,6.2
3,18,9,4.4
0,6,6,2.8
16,9,1,3.8
1,9,4,4
16,33,14,3.9
1,15,12,1.9
3,9,2,4.4
0,1,7,2.6
0,1,9,2.6
0,1,11,2.6
0,1,8,2.6
1,12,8,3.4
1,6,4,3.5
1,8,6,3.3
1,14,9,3.4
12,57,19,3.3
1,7,5,3
1,4,5,3
68,32,7,6.4
1,11,5,3.5
0,28,13,3.6
0,5,7,4.1
4,4,3,3.2
1,35,21,5.6
1,15,13,5.2
1,11,8,3.4
1,7,6,4.1
106,20,7,4.1
0,8,8,2.5
3,17,7,3.6
2,9,7,3
7,6,7,3.4
1,5,3,2.7
1,1,1,2.4
5,14,2,3.5
0,6,4,3
5,67,8,5.7
1,9,3,2.5
0,7,11,1.3
1,13,7,5.6
1,8,4,2.2
71,146,39,4.5
4,14,2,3.3
48,13,11,2.8
3,4,0,4.5
0,3,1,6.7
0,15,7,5.1
0,2,4,0.8
1,37,8,4.5
4,13,2,4.2
3,16,9,4.3
3,26,14,3.9
7,3,0,3
14,75,1,5.8
1,1,0,3.3
0,45,16,3.9
3,6,1,4.4
0,10,5,3.2
0,13,3,2.1
1,14,0,3.3
1,28,3,4.2
12,7,0,4
0,7,8,2.6
0,41,30,4.9
0,21,1,3.5
1,12,2,2.4
0,5,1,3.2
0,24,8,3.4
81,31,2,3.8
0,2,2,0.2
0,46,25,4.4
0,7,6,2.8
1,9,6,6.7
0,6,2,2.7
0,48,27,4.6
3,10,4,3.2
0,6,3,0.9
2,11,5,3.2
24,123,28,3.6
2,22,14,3.5
4,12,1,4
0,5,5,3.6
0,41,23,4.4
8,39,10,4.1
1,4,0,1.5
2,12,5,3.1
0,6,0,4
0,10,6,6.1
2,16,2,5.8
1,25,0,3.3
1,11,4,3.1
1,14,5,3.2
2,1,1,1.5
16,34,10,3.6
0,36,24,4.4
3,8,3,3.5
3,13,2,4.2
3,3,1,2
6,3,0,3
0,19,5,3.4
0,20,11,3.7
34,35,10,4.1
8,4,0,3.2
14,25,12,4.1
0,38,10,4.4
0,5,4,0.8
22,7,6,3
20,9,2,2.3
1,13,10,3.9
12,16,3,2.7
4,4,1,2.9
10,48,20,4.2
3,10,7,4.6
1,1,2,1.9
0,12,7,4.8
0,0,2,4.6
3,5,1,4.8
112,3,1,2.2
0,25,13,4.4
0,24,12,4.3
1,13,5,6.6
0,22,9,4.4
0,18,8,3.7
9,8,0,5.4
0,2,3,6.4
1,26,7,6.3
0,2,1,1.1
1,3,1,4.4
0,23,7,5.4
1,15,8,4.1
1,19,2,3.4
0,1,3,4
2,6,0,3.4
0,6,6,1.6
0,10,5,5.4
0,32,25,4.1
0,30,19,4.4
0,5,1,4.1
2,2,3,3.1
2,4,2,1.8
0,26,12,4.4
2,4,2,1.6
0,21,8,5.4
2,14,2,4.2
3,11,2,3.5
21,30,12,4.1
1,18,15,2.9
16,17,9,3.1
15,60,11,4.6
5,3,0,3
0,18,14,5.5
0,15,9,4.4
0,36,21,6.1
2,16,5,4.7
0,8,6,4.6
0,26,5,4.9
0,40,27,6.1
37,7,0,6.3
6,15,5,5.4
27,62,22,7.3
0,26,18,6.1
11,8,4,5.8
0,1,4,2.6
0,60,27,6.2
0,19,7,4.3
21,18,1,3.3
0,21,8,6.2
2,3,1,2.4
0,2,2,1
6,3,1,5.1
2,20,2,3.2
15,33,5,6.4
0,4,1,6.7
6,18,9,4.4
0,8,1,5.4
15,20,3,6
7,12,4,4.9
3,62,19,5.4
0,5,4,4.9
1,8,5,4.4
0,3,6,3.8
1,3,1,2.6
6,2,0,1.7
0,41,6,3.7
0,14,9,3.3
0,8,7,2.6
1,25,11,4.4
0,7,6,2.2
1,6,5,4.9
0,8,2,5
1,3,0,4.6
3,32,8,4.5
19,13,3,5.5
1,6,5,6.1
0,62,34,4.6
10,11,5,3.3
5,19,7,3.2
6,6,6,4.3
133,38,12,4.9
0,3,5,3.4
1,3,0,3
0,6,4,1.3
0,7,6,2.6
0,60,30,3.5
3,16,10,2.6
1,5,0,2.9
0,28,8,4.3
2,4,2,1.9
10,18,10,2.4
0,6,3,4.9
4,18,10,4.1
2,7,4,5.2
0,14,16,2.6
6,6,4,5
11,9,5,3.3
0,19,11,3
73,8,1,3.9
0,3,8,2.6
0,6,4,2.9
3,7,4,6.7
3,55,25,4.6
1,26,21,3.3
5,9,1,3.8
0,12,10,5.2
21,62,15,5.9
0,6,8,5.2
0,20,4,3.7
0,5,5,5.3
0,3,3,4.3
14,7,4,4.1
0,10,11,4.3
0,2,3,7.1
9,22,8,5.3
1,23,18,4.6
3,19,9,3.3
1,44,17,4.4
6,14,9,1.9
23,22,2,3.2
0,8,9,4.6
16,2,3,4.8
0,1,0,5.9
10,21,6,5.8
2,20,12,4.6
2,4,2,4.2
0,64,6,5.2
1,44,13,4.1
0,12,10,6.1
2,5,6,2.2
0,1,6,2.6
80,38,10,3.9
2,9,2,3.3
12,13,4,6.1
3,3,2,2.9
2,2,0,2.3
3,3,2,6.3
5,3,3,1.5
0,60,16,4.1
1,15,8,2.4
0,6,6,2.2
7,25,8,3.5
0,26,19,3.2
0,36,17,5.5
12,17,4,6.3
0,20,8,4.3
2,9,4,4.8
0,1,3,3.5
0,59,32,4.5
2,3,0,3.1
22,8,1,3.9
8,191,36,6
3,7,7,3.2
0,4,7,1.4
2,7,2,2.9
6,23,12,3
0,23,10,3.7
0,3,2,6.4
433,55,3,4.4
0,4,1,2.8
0,12,5,3.6
0,47,17,4.4
1,15,5,3.9
11,24,14,3.4
2,5,3,6.3
6,66,33,5.5
7,1,6,2.7
1,19,8,2.7
3,8,3,4.9
0,5,4,3.1
18,120,29,3.5
3,4,1,4.3
0,9,1,4.2
24,21,4,5
1,35,24,2.7
29,20,1,4.4
0,16,10,4.3
0,8,11,2.2
2,8,2,3.3
7,10,1,2.3
3,4,4,2.7
5,5,2,3.7
1,4,2,4.7
0,34,23,4.4
3,8,6,4.3
0,3,4,4.7
1,5,3,7.1
0,10,2,8.3
1,3,2,6.3
0,21,17,3.1
0,2,4,3.8
0,21,11,4.3
0,5,3,3.6
0,17,9,3.1
2,95,6,7
0,19,13,4.3
0,28,15,4.4
3,20,8,3.1
1,4,3,3.5
6,7,1,2.4
16,7,1,3.9
0,66,26,3.7
4,166,4,6.6
6,20,9,3.3
0,44,20,4.4
5,9,3,4.8
11,6,2,5.1
4,18,15,1.9
0,23,14,3.2
3,10,1,4.3
4,3,0,3.8
24,7,2,2.1
0,16,5,4.2
0,11,3,2.8
1,13,7,6.6
0,15,5,2.7
0,12,5,3.5
3,11,3,4
486,302,132,3.3
2,7,6,3.8
0,35,25,4.3
364,15,1,4.2
9,10,2,4.3
3,32,2,6.3
0,6,4,2.3
11,48,13,4.5
0,7,7,2.4
0,6,6,4.3
0,1,5,2.2
0,25,15,3.2
0,61,32,4.4
2,6,1,4.4
26,42,9,3.7
0,13,3,6
0,14,10,3
0,7,5,4.4
0,26,8,5.7
0,34,23,6.1
0,12,4,3.6
0,5,9,2.1
0,32,17,4.4
0,44,18,4.4
2,9,1,3.2
7,10,5,4.2
1,5,2,2.4
0,40,22,4.5
1,35,22,2.6
9,22,9,2.6
8,17,9,3.4
47,7,2,3.6
1,31,8,4.7
2,6,3,4.3
0,68,41,4.1
1,12,9,2.5
1,13,9,2.2
5,13,6,3.3
0,75,19,5.6
0,29,12,4.4
2,53,26,3.1
5,6,1,4.4
0,23,5,7.2
1,24,12,2.6
7,18,16,2.3
0,4,5,4.2
1,15,11,6.4
28,16,2,3.1
0,2,6,2.7
1,5,3,1.9
0,8,4,6.6
66,30,1,4
0,3,6,2.7
2,11,8,2.4
1,16,2,3.3
0,7,7,2.1
0,12,9,4.3
1,9,1,3.3
0,4,3,3.8
0,4,5,2.8
257,20,5,4.6
1,6,2,3.2
2,21,1,3.1
0,6,7,1.9
6,18,0,4.2
0,36,6,4.2
0,23,8,3.1
12,4,2,4
2,2,1,2.5
4,7,4,4.2
43,16,3,4.6
0,4,6,2.8
0,5,5,5.2
3,7,4,3.4
3,36,23,3.3
1,9,10,3.5
0,19,9,4.3
1,13,6,2.7
0,11,2,4
0,6,7,2.1
0,14,8,4.3
0,30,22,2.4
0,7,5,1.7
0,38,26,2.5
1,4,0,7
1,11,5,7
0,0,3,2.3
0,67,48,3.9
6,3,4,0.8
0,11,6,3.2
0,41,16,4.4
9,14,2,3.7
0,5,10,2.9
3,34,11,5.5
0,12,12,2.5
0,14,26,4.9
38,46,21,3.4
2,18,12,1.6
0,40,26,3.5
5,2,3,4.3
0,2,6,1.4
0,5,9,2.9
0,7,8,2.2
1,5,5,3.7
2,7,8,2.2
1,9,3,4.4
0,14,0,4.5
5,19,10,3
0,65,42,4.5
0,11,3,6
12,50,15,4.5
0,10,8,4.6
8,15,11,3.3
0,43,21,4.4
0,1,7,1.5
4,23,17,3.1
6,37,20,3.2
3,13,13,2.3
0,14,3,6
5,12,3,2.4
25,37,7,3.5
0,2,1,0.1
0,3,4,6.6
2,6,4,1.8
0,10,10,2.3
0,30,6,3.9
0,8,8,2.3
0,18,10,2.4
0,12,10,3.5
0,33,15,6.1
0,236,42,6.6
0,29,19,4.4
1,3,1,1.8
10,15,3,3.8
2,6,2,2.1
0,2,2,6.9
0,46,26,3.7
3,10,10,3.7
1,4,1,4.1
9,6,0,3.8
0,17,8,3.1
1,13,8,2.5
0,4,3,4.8
0,7,2,2.7
0,4,8,2.5
1,6,12,2.1
0,0,3,1.3
1,5,2,4.4
0,4,2,4.8
10,18,6,3.6
0,12,6,2.3
18,22,7,3.7
0,6,8,2.2
0,10,8,4.3
0,26,16,4.3
17,11,5,4.5
0,32,17,3.4
1,10,3,3.3
0,24,14,4.4
0,4,7,2.5
1,6,9,2.1
5,3,3,3.7
5,27,2,7.7
6,4,0,4
0,0,0,3.7
0,3,1,6.8
2,5,5,3.9
0,37,24,4.3
0,5,3,2.3
3,13,8,3.7
9,1,4,1.2
0,0,2,3.9
0,4,5,3.7
5,20,9,4.4
3,18,11,5.1
5,38,15,3.2
2,3,0,4.2
8,12,2,3.6
24,297,22,8.2
0,56,31,4.4
13,37,7,5.5
4,13,10,3.7
0,23,14,4.3
14,14,5,5.5
0,12,2,4.7
0,2,1,1
4,8,2,2.5
0,28,12,4.2
0,9,8,3.3
0,7,4,2.6
0,28,17,4.4
1,15,3,4.6
10,12,4,3.3
2,9,6,3.7
31,15,5,5.9
0,33,9,4.3
0,2,0,4
3,16,1,3.8
1,22,6,5.5
0,0,1,2.9
7,37,11,5.4
2,9,3,5.2
0,50,12,5.1
1,12,10,4.2
0,1,2,7
0,6,1,7.8
1854,81,19,5.3
75,54,6,7.1
0,9,2,2.4
9,10,2,4.2
10,4,4,2.7
0,5,0,4.5
0,18,13,3.4
33,7,2,1.8
0,22,15,2.3
0,22,10,3.3
4,17,3,6
0,10,1,3.3
27,48,13,4.5
1,3,3,4.2
3,6,3,3.5
60,9,7,3.9
0,1,4,1.4
13,23,8,4.6
0,3,5,1.4
4,19,3,3.9
2,11,4,3.8
0,1,5,1.4
4,6,0,2.2
0,14,6,4.8
6,11,5,3.5
0,6,4,5.4
0,54,21,2.7
0,50,21,4.4
0,25,20,3
1,44,21,4.4
1,27,24,4.4
1,7,6,3.2
1,10,8,4.4
12,5,2,3
0,8,8,4
3,8,3,7.2
0,20,2,6.4
0,1,4,5.1
0,2,5,1.8
0,11,11,3.6
1,4,2,3.4
0,2,5,1.4
1,44,12,4.2
1,4,4,6.1
0,3,2,6.3
1,11,7,3.2
1,9,2,7.3
0,44,12,4.5
2,2,2,2
6,7,4,5.7
1,13,6,3.3
8,8,3,5
1,6,5,4.4
5,16,7,4.6
0,11,6,2.6
2,22,13,4.2
3,5,3,2.3
0,25,15,3.7
0,22,11,3.3
0,21,5,5.2
0,11,10,2.6
28,66,14,4.8
0,15,5,8.6
0,46,35,3
0,21,21,2.1
0,21,12,2.4
1,9,3,4.2
28,91,28,5.5
2,6,3,3
5,3,1,4.6
9,4,2,2.5
0,9,8,2.5
0,16,5,4.9
28,51,11,4.8
1,2,0,5.5
3,6,1,4.8
9,7,3,3.2
0,4,5,2.6
0,18,12,5.3
6,9,3,3.2
3,25,6,3.5
16,22,4,3.3
0,15,3,8.2
0,1,0,5.1
0,12,3,3.7
0,4,11,2
5,12,10,3.1
4,3,0,4.6
2,10,2,3.3
0,131,33,5.8
2,3,3,2.1
2,11,4,4.2
0,12,3,4.1
2,7,2,4.4
126,45,13,7.6
30,112,9,9.7
14,15,3,5.3
10,18,5,7.8
7,14,5,4.5
4,1,0,4.7
1,2,3,4.7
10,10,5,4.2
6,10,0,8.1
1,68,20,3.8
0,10,7,1.5
8,18,13,3.1
6,3,3,2.8
1,15,3,4.5
1,32,12,6.1
0,20,11,3.2
4,20,10,3
0,9,0,3.5
20,37,19,3.1
8,4,2,2.1
2,5,0,6.5
5,8,7,2.9
1,12,9,0.8
0,10,5,1.6
2,3,1,2.3
37,9,2,4.3
1,22,9,6
4,7,4,3.3
14,14,8,3.4
7,14,4,4.4
3,37,6,4
2,7,0,2.6
7,20,7,2.6
2,6,5,2.9
4,11,1,3
49,30,12,2.8
0,20,6,3.2
1,33,21,2.1
0,27,10,3.7
6,9,4,3.3
0,1,1,0.1
163,367,5,6.6
0,18,8,3.3
0,8,9,2.4
3,4,4,2.3
4,28,14,2.5
1044,82,9,5
0,3,4,1.7
0,7,2,4.2
7,4,2,2.2
0,13,5,4.5
2,28,11,5.5
5,13,8,2.6
0,5,4,6.6
0,4,2,5.6
0,19,2,4
9,1,2,1
0,10,6,3
4,29,16,5.5
23,9,0,5.3
28,7,1,4.7
0,2,2,2.4
29,5,0,3.3
0,6,2,3.9
0,12,11,0.7
0,18,1,5.7
7,1,0,1.8
0,5,2,5.1
0,0,0,4.9
1,11,5,4.6
0,13,3,2.4
2,20,11,5.2
0,7,3,3.7
24,52,4,4.5
1,9,0,3.9
1,20,10,3
0,16,9,3.6
13,21,7,3.5
6,3,3,3.5
0,24,13,3.5
20,45,17,3.1
0,4,3,5.4
3,31,12,4.5
0,44,8,6.5
24,100,1,5.3
0,4,5,1.7
5,5,0,3
0,12,6,2
0,7,0,5.3
8,14,3,5.8
29,110,4,5.3
6,16,2,3.4
4,4,1,2.3
3,16,9,2.1
0,50,6,4.8
17,23,7,3.6
14,41,1,4.4
30,28,3,6.5
19,9,1,4.5
0,4,3,6.6
0,0,2,0.6
0,41,18,3
4,2,0,2.5
227,31,12,1.8
0,18,4,1.6
0,35,28,3.4
5,10,1,2.7
1,27,1,4.3
0,8,3,2.2
0,7,2,7.5
9,6,2,5.5
0,13,2,5.3
4,12,3,4.2
0,11,5,3.8
0,17,3,3.9
90,33,7,3.1
1,12,3,3.5
11,9,6,6.2
31,56,3,4.6
13,37,13,2.3
2,14,10,1.6
0,12,4,4.1
0,30,6,6
0,76,29,6.2
4,4,2,2.2
22,24,1,3.8
106,22,0,5.1
2,11,9,1.8
0,5,8,2.6
1,15,6,3
107,6,5,3.5
0,7,7,2
0,31,6,6.7
0,7,4,3.1
4,4,1,2.4
0,7,6,2
0,15,13,1.6
135,23,16,2.1
8,2,0,2.1
2,12,11,3.4
0,21,5,5.1
0,10,12,1.2
18,18,4,6.3
0,3,5,2.1
1,29,11,4.9
0,8,2,3.2
2,2,1,1.9
15,2,0,1.6
0,4,6,1.4
0,9,7,2
0,7,6,4.8
3,19,16,3.4
0,19,9,3.6
0,20,5,2.8
4,2,0,2.7
25,11,0,3.7
0,3,2,6.7
0,32,20,2.1
0,12,3,2.7
0,16,9,5.5
0,60,38,4.2
0,50,23,6.1
1,11,2,3.3
0,6,10,2
0,0,3,1
2,9,2,2.6
0,19,5,5.4
0,14,5,4
2,4,5,0.8
1,4,2,5.9
0,9,9,4
0,293,57,6.5
0,6,5,1.4
6,16,8,6.7
1,16,3,3.2
0,1,3,1
0,20,14,2.8
0,8,3,6.6
0,67,23,6.2
0,6,10,1.8
0,7,10,1.9
1,4,1,6.4
11,6,1,7.5
2,13,3,3.2
1,19,8,4.4
6,11,4,3.9
6,7,1,2.7
1,3,1,3.5
0,2,5,3.7
10,9,4,3.2
0,9,7,1.4
6,6,3,3.1
0,11,8,2.3
1,6,3,3.3
0,0,1,3.3
6,36,18,2.8
0,8,5,3
1,12,2,3.2
0,10,7,4.9
6,36,20,3.5
0,9,3,5.3
11,21,5,2.7
0,31,16,6.1
0,34,17,6.1
0,3,5,3.1
4,52,11,5.9
70,70,11,7.6
0,18,5,2.7
4,13,10,3
0,11,7,5
0,14,14,2.7
1,4,0,2.3
3,14,9,4.3
0,60,31,3.1
5,11,5,6
1,23,8,3.4
30,17,5,3.1
3,16,2,3.2
16,14,7,2.1
1,5,4,6.5
0,17,2,3.9
2,3,0,2.8
2,3,7,2.4
1,1,0,3.5
0,20,1,4.5
2,4,4,4.2
1,78,6,5.8
5,12,8,1.2
3,15,2,3.2
1,8,6,1.5
25,3,2,2
0,10,9,7
12,98,7,6.1
15,30,12,3.2
7,5,3,1.8
0,15,2,5.5
30,19,9,1.8
0,18,4,3.4
2,8,2,3.2
9,2,0,2.3
1,15,8,3.4
0,51,37,2.8
1,8,6,3.1
0,8,10,4.3
58,19,1,5
5,10,5,3.6
0,14,15,2.6
0,16,17,2.6
0,4,6,3.2
0,11,4,3.6
0,6,6,4.8
3,23,7,2.4
3,15,4,2.6
19,36,18,2.7
0,14,7,5.7
32,26,18,2.3
31,18,9,1.8
6,5,0,5.3
166,128,34,6.1
0,29,9,7.1
11,6,1,6.2
5,7,6,2.8
0,11,8,1.9
0,23,14,1.9
0,67,11,5.5
19,13,7,3.6
0,29,29,4
1,2,0,5.4
0,1,0,2.6
0,16,12,5.4
0,7,4,4.7
11,7,1,3.8
2,1,0,2.2
19,10,5,3.6
0,0,2,2.5
8,24,9,4
2,10,4,4.9
16,52,13,4.8
19,5,1,2.5
0,6,3,4.2
3,18,7,3.8
4,33,16,3.7
0,38,25,2.3
0,5,6,3.3
2,2,2,2.9
