"NII","RFC","CBO","scores_ANN"
1,9,1,3.5
4,3,0,2.5
18,15,6,3.5
0,7,0,5.6
165,33,8,5
3,23,28,2.2
21,26,17,2.2
5,8,10,3
3,63,37,2.1
41,8,3,2.8
1,14,6,2.2
2,8,6,7.2
5,5,0,4.1
3,8,5,4.3
1,6,1,6.6
0,27,17,2.1
0,11,5,5.6
0,76,12,3.6
0,18,4,2.4
1,4,5,4.4
39,77,49,3.1
52,12,0,6.9
8,12,6,5
5,8,2,2.6
0,46,24,2.9
0,19,21,5.5
4,8,4,4.2
0,18,11,2.7
10,12,1,5.6
2,11,1,3.1
0,17,9,3.4
7,6,2,2.3
3,1,3,1.5
1356,46,10,4.6
7,14,0,3.5
4,13,5,3.7
6,36,15,4.8
7,8,4,7.8
6,29,2,4
0,8,8,1.4
7,7,3,4
27,6,3,5.2
0,46,28,6.1
0,27,22,2.1
0,21,18,1.9
5,276,8,6.6
0,2,5,3.4
4,10,2,3
26,13,6,3.1
0,94,51,6.2
25,12,4,3
6,17,7,4.6
0,2,4,3.9
1143,93,29,5.1
0,95,46,3.4
2,10,7,2.8
2,16,3,3.2
71,76,22,4.6
1,17,4,3.2
0,43,30,6.1
6,6,1,2.7
1,11,8,1.4
0,12,9,6.1
0,26,6,4.8
1,11,12,2.5
0,23,17,6.1
0,77,16,3
0,24,15,6.1
25,18,1,3.9
0,46,41,6.1
1,7,8,3.5
0,7,6,3.4
0,30,11,2.7
0,18,11,4.9
0,10,8,3.4
369,230,98,5.8
10,10,3,4.6
0,10,6,5.2
11,37,14,4.2
0,3,8,4.3
6,12,5,3
25,24,13,3.9
0,25,16,5.6
19,16,13,5.4
0,33,1,1.6
6,9,1,3.6
4,6,1,3.9
0,15,8,7.3
0,27,21,1.9
4,30,8,4
2,61,14,7.3
0,15,12,2.7
21,7,3,4.2
2,2,4,1.1
0,7,10,2.7
45,6,2,4.9
0,6,7,3.3
27,32,15,7.8
1,21,12,3.7
0,80,43,6.2
0,30,24,2.2
43,86,9,7.5
77,18,5,3.4
0,150,26,4.6
5,37,8,5.8
0,10,6,4.4
2,5,5,1.7
10,19,5,5.6
17,9,3,2.7
1,12,2,5.3
0,45,29,2.9
0,20,1,7.4
8,66,31,5.4
3,60,3,6.7
0,12,4,3.8
139,198,32,6.2
0,42,27,2.8
6,21,8,2.8
19,27,7,3.1
0,8,1,5.3
0,14,3,3.8
100,85,37,4.7
2,8,0,3.4
0,16,12,2.3
5,4,1,2.8
12,1,0,1.7
14,44,18,3.2
24,7,5,2.6
0,27,1,1.7
4,10,3,5.7
0,7,0,3.1
1,12,12,2.5
14,134,23,7.6
0,40,26,2.7
4,3,1,2.2
5,12,6,3.5
5,2,1,2.2
0,3,3,6.4
0,10,5,8.4
4,7,4,2.4
15,7,4,2.4
6,14,6,3.3
4,4,2,4.6
34,101,30,7.7
0,14,3,2.4
5,15,5,2.7
2,3,1,4
0,6,2,5.5
1,9,3,2.9
0,12,4,5.6
6,9,0,4
2,17,0,4.4
2,5,4,0.8
2,3,1,2.8
0,13,4,1.6
0,13,9,2.9
3,6,1,2.8
2,36,7,5.9
1,27,8,4
1,3,3,0.9
1,34,4,4.6
2,11,2,2.8
3,36,16,7
9,17,3,6.5
0,4,0,4.5
0,20,15,2.3
42,17,4,3.1
0,40,18,1.8
2,10,8,4.1
6,8,3,2.7
8,43,2,4.3
21,16,1,6
3,10,9,1.5
8,41,4,4.2
4,7,6,4.9
0,22,4,6
2,19,9,3.7
50,7,2,1.9
17,60,13,7.4
22,49,13,3.2
16,4,4,2.1
3,1,0,2.2
1,2,0,4.4
10,7,3,2
5,7,7,2.2
8,34,3,4
13,25,8,2.5
4,146,55,6.2
8,33,2,4
1,30,2,3.7
1,7,5,2.1
14,22,7,3.8
25,22,6,2.5
16,7,1,4.3
0,43,14,3
0,8,13,3.1
1,25,3,4.4
10,15,6,3.5
1,17,1,3.7
2,3,0,7.7
13,20,3,5.3
4,9,1,2.6
3,7,4,1.8
9,22,4,1.9
0,26,5,4.4
8,5,1,2.5
0,27,14,3.3
1,22,10,3.8
1,30,10,3.8
6,19,1,3.6
6,11,5,2.3
1,29,13,3.8
0,20,1,3.8
4,20,6,2.7
8,28,2,3.8
23,4,3,1.4
6,3,1,2.2
1,18,8,4.5
0,23,11,3.3
8,40,1,4.3
6,25,4,4.7
0,39,15,3
4,20,1,3.8
2,15,0,4
0,23,10,3
5,13,0,3.1
4,4,2,2
8,36,2,4.2
0,22,1,6.9
49,6,3,2.5
7,19,1,3.8
0,20,17,3
0,24,9,3.3
32,10,3,2.8
1,92,38,5.5
2,3,4,2.6
7,6,4,3.9
8,47,31,3.6
2,10,5,2.8
5,3,2,2.9
9,13,3,3.1
0,4,4,5.6
3,5,0,2.4
0,11,1,3.4
1,18,1,3.7
2,12,7,2.9
1,11,8,4.4
0,3,9,2.5
8,32,1,4.1
6,7,6,4.2
0,4,2,6
3,11,3,3.1
0,36,11,3.8
1,11,8,5.2
1,9,5,2.1
2,8,7,4.6
26,14,4,3.5
2,3,3,3.7
11,5,4,4.3
2,10,8,0.4
12,6,4,4.3
8,42,4,4.2
3,18,0,3.7
1,191,20,8.4
9,4,3,0.7
3,45,2,4.6
11,4,3,1.5
15,2,2,2.3
2,45,9,2.5
2,91,21,4.3
2,6,1,4.7
7,15,4,3
5,14,1,2.8
2,15,5,6.7
4,2,1,1.8
3,20,1,3.8
0,21,4,3.7
1,6,2,6.2
56,51,13,6.6
14,36,14,7.4
4,38,1,4.5
8,34,2,4.1
3,7,1,2.9
4,6,5,3
12,5,2,1.7
5,3,2,4.6
7,3,1,2.2
13,5,1,2.1
6,5,1,2.7
1,35,10,6.5
1,8,6,6.8
12,20,4,3.2
3,16,3,1.7
1,4,5,4.7
68,22,9,2.9
0,27,6,3.4
8,6,0,2.7
7,2,0,4.4
5,9,2,4.5
32,5,2,2.1
0,21,7,3.6
6,18,4,3.1
0,31,13,3.8
0,4,4,4.6
3,4,2,1.7
0,35,19,5.4
7,10,0,2.9
1,44,3,5.1
8,32,2,4
3,6,0,2.9
3,8,2,2.2
146,53,13,6.2
7,14,9,8.1
12,2,1,2
7,2,1,2
13,72,24,4.9
1,2,5,1.7
1,23,9,2
23,15,1,1.5
11,18,7,2.2
0,11,7,2.7
4,2,0,1.9
0,17,7,3.1
26,21,4,4
0,5,2,5.5
0,23,10,5.6
0,13,1,3.8
0,42,19,5.6
0,32,20,5.6
0,19,9,5.4
0,71,3,4.6
1,20,5,4.5
1,2,2,6
4,6,4,3.4
1,8,0,3
1,20,8,1.9
34,12,2,1.2
0,11,3,6.4
4,8,1,4.1
1,16,0,3.6
1,32,18,1.9
1,6,1,3
2,39,5,2
0,56,20,4.2
0,45,25,6.1
0,16,5,3.4
4,47,12,2.2
0,73,35,6.2
8,35,1,4.2
1,9,4,6.5
0,19,7,3.3
3,3,2,1.7
5,12,4,2.4
4,9,1,6.2
0,29,21,6.1
13,25,8,2.8
8,37,14,5.5
0,14,8,3.1
0,44,29,6.1
12,24,2,4.3
5,30,5,3
0,13,4,5.4
7,10,2,3.4
0,69,33,5.7
337,72,29,4.7
0,24,12,3.5
4,21,8,2.3
0,4,4,4.7
0,8,3,4.8
0,8,9,3.3
0,5,4,4.7
2,20,2,4.3
20,20,1,3.9
1,11,8,3.3
0,6,6,4.7
0,21,15,2.5
0,3,3,7.2
1,15,5,6.7
1,13,1,4.7
0,30,15,3.6
0,26,16,1.6
1,87,54,4.5
2,3,6,1.6
5,17,6,2.4
6,14,1,4.6
11,35,3,4.9
0,12,4,1.7
2,48,19,2.9
1,34,10,1.8
0,11,5,6.8
5,33,20,5.6
65,35,13,5.2
1,12,7,2.1
5,18,29,5.4
0,15,1,4.8
1,30,22,5.2
13,70,19,5.1
16,25,2,3.1
8,8,2,4.7
6,13,8,2.2
8,20,16,2.2
0,34,10,6.6
6,15,6,5
2,16,3,2.5
12,11,8,2.7
12,5,16,2.7
2,8,6,1.9
0,57,6,4.4
0,19,3,5.3
8,4,0,3
2,13,1,3.2
110,75,12,5.5
18,2,0,1.8
1,7,1,3.3
146,10,2,2.7
1,7,3,1.8
8,6,4,3.9
1,5,0,7.5
12,8,2,4.4
1,11,6,4.1
61,14,1,5.4
0,2,5,5
4,1,1,0.2
24,8,0,3.3
10,12,6,0.6
85,14,2,3
2,3,2,2.9
3,9,9,3.7
9,5,1,2.9
11,14,3,2.9
0,6,1,3.5
6,3,1,3.1
11,13,2,2.8
15,5,1,2.9
6,6,2,4.9
0,17,17,4.1
7,12,2,3.4
1,4,3,5.8
1,17,8,3.8
3,7,3,3.7
5,16,9,3.7
0,5,2,4.8
2,9,2,4.8
56,33,6,4.1
67,55,6,4.4
0,4,1,6.6
4,34,3,4.6
227,45,18,4.2
1,9,6,6.8
7,6,1,2.8
87,77,19,5
34,12,4,2.7
2,28,21,2.6
1,22,10,5.1
1,11,5,4.5
12,6,2,4.2
58,8,0,2.9
0,30,2,7.3
15,40,2,8.1
0,36,1,4.6
3,94,15,5.3
1,36,21,5.2
2,5,2,3.7
46,10,1,3
7,3,1,4.6
8,3,1,3.3
2,9,4,3.8
2,5,0,2.5
0,6,1,3.1
571,58,13,4.9
3,57,25,5.3
2,24,24,3.3
15,20,15,3.2
2,8,4,6.5
7,9,5,2.6
2,15,9,3.7
13,10,8,2.2
2,14,1,4.9
0,11,19,4.3
2,4,3,3
0,55,38,2.5
4,23,1,4.6
0,16,4,9.2
1,23,14,4.4
0,11,9,4.3
0,22,13,3.3
0,26,11,5.4
112,76,23,5.2
1,14,7,3.9
42,26,11,3.9
14,21,14,2.8
33,7,0,3.3
3,10,6,2.4
2,15,14,3.3
1,8,2,2.1
4,8,6,2.4
2,19,20,3.3
17,49,23,5.9
31,39,6,4.5
2,10,3,7.2
6,65,11,5.5
12,22,2,4.1
6,7,0,2.9
13,8,3,3.3
7,35,17,4.2
7,12,7,2.4
0,44,7,4.4
1,17,17,2.5
195,99,205,3.7
4,7,2,2.4
1,14,15,2.5
55,9,0,2.8
1,11,12,2.6
82,52,19,2.9
1,15,16,2.5
6,4,2,2.1
1,24,8,5.6
35,34,11,4
0,14,4,3
6,7,3,5
5,14,5,5
21,11,3,4.1
55,6,8,2.5
24,16,4,4.2
0,13,9,4.3
26,11,12,2.5
0,15,8,1.4
25,7,2,3.8
0,1,2,7.5
4,9,4,2.1
0,8,4,4.5
3,11,2,3.2
2,6,5,5.7
0,37,17,4.8
0,14,11,2.6
8,15,12,2.4
6,20,14,2.2
2,28,2,5.1
2,5,2,0.5
3,17,4,3.6
0,13,1,3.6
13,12,4,3.1
0,7,9,1.9
2,8,0,5.5
5,6,3,0.5
0,12,2,2.1
2,19,13,3
11,11,0,3.4
1,8,4,5
2,19,14,2.1
1,9,2,3.5
0,16,14,2.1
2,12,10,2.1
0,12,11,2.1
176,13,10,2.6
60,14,4,3
2,11,10,2.1
0,11,11,2.1
240,41,1,5.2
13,44,19,3.9
18,9,6,4
14,81,21,4.3
1,11,5,2.1
11,148,22,5.1
1,15,3,4.4
3,111,14,5
4,34,19,3.7
7,5,2,2.6
8,16,3,5
11,23,9,3.1
1,9,4,4.2
10,3,1,2
0,10,6,2.8
4,17,7,3.3
1,19,5,4.8
12,30,9,3.8
0,28,9,3.7
2,1,0,1.7
1,29,5,5.1
0,26,9,3.6
4,33,10,3.8
0,4,1,4.3
0,31,10,3.8
3,11,3,4.6
4,21,8,3.4
0,21,14,3.1
766,15,4,4.1
0,21,12,3.2
1,24,15,3.3
0,21,8,3.4
0,17,13,3.3
2,21,2,5
7,37,7,4
0,9,11,4.4
13,11,11,2.4
0,9,14,4.3
0,124,57,5.2
3,33,3,4.6
0,15,12,2.5
9,2,3,1.3
0,4,7,1.3
1,5,0,5
8,10,1,2.5
2,6,9,1.9
0,28,4,4.1
1,72,13,4.1
1,7,6,2.2
2,7,0,3.3
0,13,15,4.3
0,9,14,1.7
0,13,14,2.1
0,7,13,1.3
0,16,9,2.5
0,10,11,1.6
0,10,8,1.6
2,20,9,6.8
0,47,6,5.7
2,26,6,4.2
3,11,3,4.4
0,18,11,1.7
1,7,13,1.3
0,29,12,4.7
0,13,11,1.7
0,19,1,4
6,1,1,2
0,6,12,1.3
3,22,8,4.7
6,11,2,2.8
3,21,8,4.2
0,3,10,1.3
0,14,1,3.4
1,3,10,1.3
7,29,9,4.3
0,39,14,5.7
0,7,8,1.3
3,8,3,2.2
0,10,10,1.3
0,17,17,1.3
11,35,1,6.8
23,1,0,3.2
1,12,4,5.1
1,11,6,7.1
1,8,5,2.2
27,18,3,5.6
0,16,13,5.1
1,8,1,4.5
0,34,20,3.6
0,9,10,2.8
4,7,1,2.4
0,116,6,6
3,6,1,4.1
20,15,6,4.7
31,6,7,3.6
9,26,4,3.4
0,205,1,6.5
1,25,6,4.2
3,11,1,5.1
0,34,11,6.7
1,28,6,4.8
9,37,12,6.9
0,12,3,5.3
1,36,27,3
0,76,10,5.8
2,17,13,2.8
8,8,6,4.1
2,14,13,2.1
1,14,8,2.7
2,15,8,2.8
2,9,8,2.6
2,6,4,2.7
0,22,6,3.6
23,10,3,2.7
0,18,2,5.3
1,3,2,3.5
35,8,1,4.5
1,13,5,2.8
5,4,1,1.9
4,33,14,3
6,5,4,5.2
0,9,6,2.9
2,8,1,4.5
12,12,4,3.5
15,86,24,3.1
0,25,1,4.7
0,4,4,4.8
1,7,1,6.1
6,7,6,2.7
3,9,4,3
0,11,3,3.3
2,4,1,5.1
1,22,10,3.5
17,8,1,4.5
0,8,1,4.6
9,8,1,4.5
0,18,7,5.9
2,94,8,6.7
15,8,2,5.1
28,4,0,3.5
118,87,38,5
1,1,0,6
0,2,1,6.7
0,4,7,4.2
12,8,2,5.2
1,4,7,2.1
24,7,2,3.3
22,24,6,3.3
8,8,1,4.5
0,9,14,3.1
8,7,1,2.1
0,23,2,6.3
0,1,10,1.2
22,23,8,3.2
14,13,7,3.3
6,7,2,5.1
11,13,10,3.1
0,5,4,4.8
58,51,13,5.1
2,11,6,2.4
10,9,5,3.1
15,25,7,5.1
16,18,3,4.1
9,4,0,2.7
2,4,11,1.6
9,19,4,3.4
18,13,3,3.8
1,50,19,2.6
0,27,17,6.1
20,20,9,5.2
0,5,4,0.7
2803,363,135,6.1
2,1,0,2.1
1,6,5,4.6
2,4,1,1.6
0,46,44,1.7
32,13,3,3.8
12,41,24,4.3
1,10,4,3.4
0,47,15,3
7,19,9,5.2
1,4,3,5.9
4,2,0,2.2
0,6,4,0.7
3,2,0,3.2
3,7,0,5.1
5,7,3,2.6
0,4,3,1.1
2,28,3,4.8
0,14,1,5.2
3,27,9,2.6
32,11,3,3.7
3,5,2,2
1,12,6,6.3
8,5,1,6.6
7,49,9,4.2
1,2,2,2.8
3,3,1,2.5
116,9,5,2.3
1,5,3,4.7
2,17,4,3.2
1,25,12,4.8
1,6,7,3.3
8,6,3,2.4
3,8,2,2.3
0,28,13,5.5
2,13,5,4.9
2,10,1,3.5
1,3,5,2.3
4,5,8,3.3
1,34,15,5.2
0,48,16,3.8
6,7,3,2.6
2,2,0,1.2
4,10,8,3.1
2,66,45,3.3
1,7,10,2
3,9,9,0.9
0,45,26,2.6
4,17,9,4.1
2,7,4,2.2
9,5,0,3.1
3,4,0,3.7
4,5,2,5.2
1,6,6,1.9
0,20,7,3
13,73,26,5
2,10,4,2.5
1,16,12,6.7
4,14,13,2
3,40,24,5.8
8,20,3,3.3
11,9,2,4.2
36,14,3,4.8
17,2,1,2.1
0,96,12,4.9
4,4,1,5.9
24,19,3,5.5
0,17,3,6.4
58,34,10,4.4
3,1,0,1.8
55,21,3,3.3
0,31,18,5.6
1,2,2,8
0,7,12,1.4
8,7,6,3
3,4,3,0.9
19,3,0,4.5
0,11,15,3.5
3,7,0,3.6
6,13,4,4.5
0,20,4,5.2
4,9,8,3.1
0,31,14,2
3,34,10,4.5
15,99,30,5.5
1,6,4,5.8
1,11,7,0.1
2,15,12,2.5
74,52,1,5.4
4,10,6,3.1
0,30,26,4.1
6,6,3,4.1
2,6,5,2
54,20,6,3.3
8,15,8,5
9,27,12,5.1
33,26,3,3.2
0,6,1,5.3
2,3,1,5.6
5,28,11,5.4
9,16,7,4.6
17,23,0,7.4
0,7,14,2.8
11,36,1,4.9
19,11,8,4.1
3,14,6,4.2
35,20,1,3.8
0,16,12,1.9
21,10,3,1.9
13,9,3,2.7
5,5,0,2.1
0,12,2,3.6
1,5,2,5
9,64,16,4.8
1,3,7,1.6
11,5,3,4
6,16,9,6.6
275,29,5,4
2,4,3,1.3
25,21,8,6
31,27,12,3
0,80,9,5.3
0,6,6,6
1,61,41,5.2
41,7,2,2.2
4,29,7,4.8
8,10,7,5.4
2,73,11,3.6
1,8,5,4.9
11,4,2,1.9
4,1,1,2.6
28,9,4,2.3
1,32,16,2.8
4,11,11,1.9
4,4,1,5.6
2,12,2,5.7
5,21,3,2.8
2,20,13,2.4
44,18,3,5.5
2,13,4,1.2
0,18,4,4.4
3,17,0,3.8
6,15,8,5
6,58,25,5
3,60,8,0.5
5,6,2,6.4
12,5,1,2.4
36,26,3,6.2
2,17,16,2.2
3,10,2,5.1
1,27,13,2.7
9,19,1,5.7
5,4,1,1.2
4,17,5,5
5,18,8,5.4
11,33,17,5.3
2,3,1,5.2
14,9,7,2.6
5,8,1,3.6
41,4,0,5.2
0,11,2,5.2
6,19,9,1.8
9,17,5,4.5
45,47,19,4.5
56,12,1,4.1
12,3,1,3.5
0,10,11,1.9
16,12,3,3.8
7,22,3,3.8
37,9,2,2.9
3,13,1,3.3
1,7,5,5.7
3,26,3,7
5,39,12,4.1
0,10,6,1.9
0,11,5,5.8
5,9,1,2.8
25,11,2,3.1
2,20,15,2.9
3,1,0,6.7
7,12,3,6.2
0,5,6,5.8
3,13,1,4.2
27,23,3,3.8
74,23,2,3.9
0,20,16,3.3
86,74,7,6
3,23,3,4.3
4,17,8,2.1
561,126,18,5.1
5,10,2,2.6
0,12,3,3.4
6,19,1,4.5
7,20,5,6.5
2,15,5,4
0,9,2,2.6
6,25,1,4.5
0,43,1,4.7
3,4,2,0.9
252,162,62,6.2
0,2,4,4.7
106,7,3,4.9
7,13,2,2.8
2,14,4,3.5
0,13,7,7.1
3,10,9,4.9
316,151,35,4.9
269,155,4,5.8
2,20,3,4.7
1,67,33,6.7
4,10,2,4.2
3,11,4,3.9
4,16,8,5.4
20,11,4,3.4
16,5,1,2.6
1,17,17,4.1
2,3,3,3.4
3,6,0,3.1
70,73,12,5
4,5,1,2.4
1,21,12,1.7
1,6,2,6
1,12,10,1.7
180,10,9,4.9
1,102,50,7.2
1,16,10,1.6
17,7,1,2.7
0,23,5,1.9
1,35,6,4.8
0,24,17,2.8
4,12,2,4.1
9,20,7,3.7
1,16,9,6.8
0,8,7,3.7
3,16,7,3.3
2,9,1,5.7
2,4,0,3
0,16,3,5.4
6,1,0,2.1
0,9,2,5.3
370,5,0,2.9
45,32,9,4.1
0,9,10,1.9
1,21,8,5.6
1,67,19,3.2
0,14,12,1.9
1,11,11,1.9
1,12,10,2.5
69,26,3,4.1
1,15,5,3.4
1,13,13,2
15,30,12,5
0,10,1,3.5
1,4,4,5.3
0,72,27,3.7
5,6,0,2.7
238,16,3,5
0,15,4,4
0,10,1,5.2
0,26,3,4.9
20,6,2,2.4
2,5,4,4.6
2,6,2,5.7
7,14,6,4
5,15,9,4
8,34,0,4.4
36,9,1,3.5
1,7,7,1.6
16,10,9,4.9
2,4,7,1.5
1,5,3,3.7
1,78,40,7.1
0,3,4,5.1
11,29,11,4.6
18,3,0,2.7
3,20,11,2.4
0,17,8,3.6
110,21,13,3.5
16,9,2,3.1
0,13,6,1.6
6,15,2,3.8
2,15,10,5.6
2,8,8,5.5
1,23,15,0.8
4,10,4,3.5
25,4,2,2.5
34,55,14,4.7
1,15,6,5.6
0,5,0,3.3
2,18,3,3.7
33,85,6,6.4
31,7,1,2.6
28,45,7,5
6,13,6,3.2
10,32,5,4.2
13,10,9,4.9
33,7,8,2.5
0,25,4,8
1,2,0,4.6
1,68,33,6.8
8,12,4,3.3
15,9,3,3
36,20,8,3.1
11,6,8,1.5
18,86,36,5.5
1,4,0,3.1
1,18,2,5.1
0,59,8,7.1
9,37,4,4.5
17,6,1,2.3
26,26,4,4.5
454,38,4,3.9
1,8,3,2.3
14,112,24,5.3
16,39,5,4.5
0,80,5,5.3
2,5,0,4.3
3,15,5,4.8
18,22,4,4.4
6,22,10,4.5
5,11,3,4.4
14,32,5,4.3
2,4,2,2.7
3,3,3,1.2
24,10,9,4.9
1,79,40,6.7
59,7,0,3.5
2,18,0,4.2
0,2,3,5.8
4,13,5,5.8
36,19,0,3.4
30,20,10,3.6
2,11,7,4.4
0,33,5,4.7
0,13,9,3.3
3,40,5,3.1
0,13,5,2.2
0,8,9,2.6
1,28,6,4.3
138,265,118,4.8
5,24,1,5.2
2,8,8,3.7
0,8,4,5.7
0,11,12,2.6
2,2,3,1.9
3,18,4,4.5
0,59,17,3.7
2,4,3,1.2
26,22,2,4.5
144,118,36,4
3,22,12,5.7
1,9,2,4
1,23,14,3.5
8,2,1,4.2
14,22,3,4.2
7,25,6,5.5
3,6,2,6.3
7,53,15,7.4
1,3,0,4.7
12,25,1,6
2,22,7,5.4
5,5,0,2.6
6,7,3,2.3
1,9,3,3.9
0,15,7,2.1
0,19,6,3.7
34,19,5,4.5
0,55,14,3.9
12,7,0,3.3
0,27,7,2.3
1,9,7,5.1
1,5,2,5.1
2,17,1,6
1,24,6,5.6
0,20,8,2.3
0,27,10,4.7
3,8,4,4.6
11,16,5,4.6
5,12,3,3.1
0,8,1,2.2
2,25,11,4.6
0,54,22,3.3
1,17,2,5.1
4,9,2,7.5
0,24,0,6.4
6,23,11,2.9
1,9,1,4.7
1,17,7,2.7
1,18,10,6.6
2,16,7,0.6
20,10,2,3.5
0,7,6,0.7
10,8,2,5.3
9,14,11,2.2
1,17,1,4.2
43,37,10,4.2
0,3,1,7.2
7,29,4,7.4
46,7,0,3
14,6,0,2.7
6,5,2,2.8
7,15,9,4.1
0,33,19,4.2
0,18,5,3
0,24,4,4.5
0,20,16,4.4
6,5,1,2.6
2,32,13,4.4
5,9,1,2.9
30,19,5,4.4
4,18,4,6.3
2,2,2,1.6
2,3,5,1.7
0,17,13,4.4
25,21,4,4
3,28,1,4.7
0,36,17,4.6
1,22,8,5.6
3,17,0,7.4
117,8,2,3.6
0,6,3,7
0,156,20,7
0,15,13,4.2
4,7,10,1.7
0,84,1,6.5
0,29,13,3
0,22,3,4.5
2,31,4,4
5,14,6,2.8
2,7,4,4.4
3,7,2,5.7
4,6,0,4.4
1,7,1,4
2,41,9,4.5
0,15,7,2.5
1,14,8,3.9
1,34,6,4.6
0,12,1,2.1
1,15,8,7.3
1,12,7,2.4
2,24,7,4.1
0,9,7,1.2
3,40,23,3
36,3,0,2.6
2,71,20,4.1
11,7,4,3
0,13,2,3.9
3,26,12,3.5
4,13,7,2.7
5,13,5,4.7
31,14,2,4.6
42,8,0,3.6
0,3,8,0.7
33,17,7,2.6
70,85,1,5.8
18,62,1,5.4
22,16,5,3.4
1,19,18,3.2
0,0,0,3.6
11,26,6,4.2
0,9,5,1.9
31,52,11,4.9
74,51,22,4.4
9,29,5,3.8
4,74,11,5.2
15,81,15,4.9
7,5,4,4.7
17,4,1,3.1
21,3,0,3.6
0,25,3,6.1
3,108,29,7
0,1,5,0.8
1,4,1,3.1
0,5,5,5.9
0,7,2,6.4
0,2,5,0.8
1,11,18,1.4
2,12,7,6.8
127,5,2,3
4,3,2,4.3
12,25,1,6.5
95,75,18,6.7
226,140,36,5.9
2,7,2,3.6
1,12,3,3.2
2,21,16,5.5
97,23,9,4.2
3,31,14,5
53,7,1,3.5
0,36,3,4.1
9,2,4,2.1
1,7,5,2.4
0,9,2,2.2
1,12,2,3.8
0,16,1,4.4
2,4,3,3.6
0,12,6,4.4
3,9,3,5.1
1,3,3,2.4
1,8,2,3.9
4,8,6,2.3
1,5,2,2.9
1,10,3,6.3
0,3,0,4.1
2,4,4,4.5
7,7,3,6.1
17,46,16,5.3
0,8,11,1.6
2,17,6,4.7
15,7,5,4.7
2,3,2,4
9,10,1,3.3
0,5,5,4.9
0,4,0,4.7
16,13,8,2.5
9,16,5,4.7
12,25,8,4.4
11,12,3,3.9
1,4,7,2.4
0,12,12,5.6
0,29,3,4
4,5,0,1.8
2,54,32,3.4
2,7,2,2.4
7,26,15,4.9
1,54,29,2.5
5,19,2,3.7
15,14,5,4.6
3,13,5,2.6
1,56,29,2.7
4,10,4,4.6
0,10,4,4.9
26,13,4,3
3,17,7,4.6
1,9,2,3.6
0,4,3,8.2
48,19,8,4.3
4,4,5,2.8
0,11,6,2.4
0,56,39,2.7
1,14,7,4.9
1,8,12,2.4
2,9,5,2.1
18,16,7,2.9
12,7,8,1.9
2,6,4,4.8
0,13,9,1.7
19,7,2,2.6
1,12,3,3.7
18,18,4,4.8
1,4,8,3.8
1,18,1,3.5
4,21,6,3.5
1,4,0,6.3
6,2,3,2.2
0,9,9,3.3
3,5,4,4.9
6,7,3,4.6
3,30,8,3.9
1,8,3,3.6
0,20,17,2.1
1,3,4,3.8
2,36,22,2.9
10,10,4,3.4
23,22,3,3.5
0,16,11,4.7
4,5,0,2.6
23,7,3,5
0,14,7,3.6
2,21,3,0.2
2,8,3,3.9
1,27,1,5.3
2,38,13,4.6
1,2,3,0.2
0,14,7,3.8
2,44,31,2.9
8,14,5,2.2
0,20,5,5.7
2,16,9,6.8
0,92,36,3.6
1,13,5,2.9
8,6,0,2.5
9,31,9,3.1
0,12,5,5.4
13,38,18,4.3
2,44,30,2.9
3,3,0,4.4
1,13,7,5.2
2,46,1,6.5
2,28,2,4.7
0,3,0,2.9
1,4,3,5.6
1,3,0,4
1,19,11,2.1
0,24,11,3.8
4,11,6,6.7
8,22,5,3
69,6,2,1.8
31,2,0,1.8
0,25,2,3
34,11,5,1.9
0,5,1,2.6
29,10,5,2.3
0,30,3,4.4
29,5,1,2.1
0,21,3,4.1
2,9,11,1.2
0,27,1,5.7
34,38,7,3.3
4,24,1,4.6
40,82,28,5.6
3,6,4,2.5
40,22,12,4.9
4,10,3,5.1
13,16,5,3.6
43,21,6,3.8
2,35,1,4.5
2,10,17,0.4
2,23,15,5.5
12,158,77,3.6
4,29,4,3.4
0,7,3,8.3
2,8,4,5.4
3,7,3,4.3
1,5,7,0.8
1,4,12,0.8
1,9,3,4.8
1,17,18,0.7
1,17,17,0.7
6,33,17,2.7
0,17,8,4.5
2,29,24,2.8
7,9,18,0.6
197,23,0,4.4
18,3,0,2.6
1,6,4,5.6
2,8,0,3.2
21,6,3,3
0,92,13,5.5
5,59,26,5
0,10,3,8.2
0,17,2,3.8
1,6,6,2.2
17,13,3,3.5
0,23,12,4.1
2,1,2,2.4
2,19,7,3.1
58,4,0,2.7
24,4,1,2.7
2,5,7,0.8
22,4,0,2.7
0,20,4,7.3
26,2,0,4.3
7,6,0,4
0,14,2,3.6
2,9,4,6.6
1,15,5,2.8
15,5,0,2.8
8,21,7,3.3
2,8,1,6.3
0,15,2,3.3
64,35,5,4.3
5,6,3,2.9
117,15,2,4.2
1,15,8,4.9
2,6,17,0.8
24,16,10,3
125,27,2,3.6
3,10,3,2.7
0,9,12,1.8
1,16,6,2
11,34,4,4.8
10,46,20,4.5
0,11,9,2
1,24,6,2
4,3,3,4.8
95,31,11,6.7
52,54,4,4.1
0,62,13,5.6
1,43,30,2
3,36,26,2.4
3,8,1,3.2
0,23,8,6.1
3,20,5,3.2
0,18,3,3.2
0,17,9,4.5
2,14,6,6.6
1,5,6,2
0,43,9,5.6
1,12,10,2
143,44,3,3.8
0,56,12,5.7
2,18,7,3.3
1,19,6,3.2
4,46,16,4.8
